Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2360      ,93931331090         ,-3.77583e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,93935352696         ,-3.57583e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,93936552179         ,-2.7793e+07    ,-34782.6       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,93940479185         ,-3.7793e+07    ,-1.00348e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94011055806         ,-4.5793e+07    ,-8.03478e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94345554285         ,-6.58412e+07   ,-69565.2       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94351390247         ,-7.58412e+07   ,-1.00696e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94356096335         ,-7.38412e+07   ,-8.06957e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94415314441         ,-7.18325e+07   ,-6.06087e+06   ,-              ,-              ,takeProfit     ,5217.39        
leave     ,2360      ,94431667313         ,-6.58586e+07   ,-86956.5       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94454097928         ,-7.58586e+07   ,-1.0087e+07    ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,94454526834         ,-7.18672e+07   ,-6.09561e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2360      ,100207721916        ,-5.58387e+07   ,-147563        ,-              ,-              ,bailout        ,0              
enter     ,2360      ,100210156206        ,-6.58387e+07   ,-1.01476e+07   ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,100211092393        ,-6.38474e+07   ,-8.15622e+06   ,-              ,-              ,takeProfit     ,6926.41        
leave     ,2360      ,100220057896        ,-6.18474e+07   ,-6.15622e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2360      ,103035238831        ,-7.76898e+07   ,-208169        ,-              ,-              ,bailout        ,0              
