Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3481      ,94459957850         ,-8.18672e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,422833         
leave     ,3481      ,94459958007         ,-7.98672e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,338266         
leave     ,3481      ,94500776434         ,-7.7863e+07    ,-5.99577e+06   ,-              ,-              ,takeProfit     ,253700         
leave     ,3481      ,94502147532         ,-7.58545e+07   ,-3.98732e+06   ,-              ,-              ,takeProfit     ,169133         
leave     ,3481      ,94502260197         ,-7.38419e+07   ,-1.97463e+06   ,-              ,-              ,takeProfit     ,84566.6        
leave     ,3481      ,94957025402         ,-7.37292e+07   ,42283.3        ,-              ,-              ,takeProfit     ,0              
enter     ,3481      ,94957025402         ,-8.37292e+07   ,-9.95772e+06   ,SignalB        ,StrongGroup    ,-              ,419287         
leave     ,3481      ,94957026187         ,-7.97334e+07   ,-5.96191e+06   ,-              ,-              ,takeProfit     ,251572         
leave     ,3481      ,95207286111         ,-8.37837e+07   ,-12224         ,-              ,-              ,bailout        ,0              
enter     ,3481      ,103243854793        ,-9.56699e+07   ,-1.00122e+07   ,SignalB        ,StrongGroup    ,-              ,421941         
leave     ,3481      ,104601501980        ,-7.53767e+07   ,-8.00379e+06   ,-              ,-              ,takeProfit     ,337553         
leave     ,3481      ,104657952900        ,-7.3364e+07    ,-5.99113e+06   ,-              ,-              ,takeProfit     ,253165         
leave     ,3481      ,104941455885        ,-7.13471e+07   ,-3.97425e+06   ,-              ,-              ,takeProfit     ,168776         
leave     ,3481      ,105014485755        ,-6.9326e+07    ,-1.95315e+06   ,-              ,-              ,takeProfit     ,84388.2        
leave     ,3481      ,105038781487        ,-6.73007e+07   ,72164.1        ,-              ,-              ,takeProfit     ,0              
enter     ,3481      ,111251160629        ,-5.55204e+07   ,-9.92784e+06   ,SignalB        ,StrongGroup    ,-              ,417537         
leave     ,3481      ,111251215275        ,-5.35204e+07   ,-7.92784e+06   ,-              ,-              ,takeProfit     ,334029         
leave     ,3481      ,111311475583        ,-5.15162e+07   ,-5.92366e+06   ,-              ,-              ,takeProfit     ,250522         
leave     ,3481      ,112036181243        ,-3.94731e+07   ,38761.2        ,-              ,-              ,bailout        ,0              
