Metric,Value
Total Trades,6
Total PnL,-207866
Win Rate,33.3%
Win Count,2
Loss Count,4
Avg Win,98971
Avg Loss,-101452
Profit Factor,0.49
Max Single Win,129450
Max Single Loss,-139335
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,207866
Avg Holding Duration,1h24m37s
Avg Return%,-0.35%
