Metric,Value
Total Trades,5
Total PnL,-53912
Win Rate,60.0%
Win Count,3
Loss Count,2
Avg Win,66326
Avg Loss,-126445
Profit Factor,0.79
Max Single Win,101010
Max Single Loss,-136364
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,184862
Avg Holding Duration,1h26m07s
Avg Return%,-0.11%
