Metric,Value
Total Trades,6
Total PnL,277933
Win Rate,66.7%
Win Count,4
Loss Count,2
Avg Win,124352
Avg Loss,-109737
Profit Factor,2.27
Max Single Win,236128
Max Single Loss,-177305
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,177305
Avg Holding Duration,0h19m58s
Avg Return%,0.46%
