Metric,Value
Total Trades,10
Total PnL,82342
Win Rate,50.0%
Win Count,5
Loss Count,5
Avg Win,130298
Avg Loss,-113830
Profit Factor,1.14
Max Single Win,206897
Max Single Loss,-146520
Max Consecutive Wins,2
Max Consecutive Losses,2
Max Drawdown,188361
Avg Holding Duration,0h48m41s
Avg Return%,0.08%
