Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3481      ,94459957850         ,-6.60717e+07   ,-1e+07         ,SignalB        ,StrongSingle   ,-              ,422833         
leave     ,3481      ,94459958007         ,-6.40717e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,338266         
leave     ,3481      ,94500776434         ,-6.20675e+07   ,-5.99577e+06   ,-              ,-              ,takeProfit     ,253700         
leave     ,3481      ,94502147532         ,-6.0059e+07    ,-3.98732e+06   ,-              ,-              ,takeProfit     ,169133         
leave     ,3481      ,94502260197         ,-5.80463e+07   ,-1.97463e+06   ,-              ,-              ,takeProfit     ,84566.6        
leave     ,3481      ,94957025402         ,-7.38993e+07   ,42283.3        ,-              ,-              ,takeProfit     ,0              
enter     ,3481      ,94957025402         ,-8.38993e+07   ,-9.95772e+06   ,SignalB        ,StrongSingle   ,-              ,419287         
leave     ,3481      ,94957026187         ,-7.99035e+07   ,-5.96191e+06   ,-              ,-              ,takeProfit     ,251572         
leave     ,3481      ,95207286111         ,-7.99108e+07   ,-12224         ,-              ,-              ,bailout        ,0              
enter     ,3481      ,103243854793        ,-1.08019e+08   ,-1.00122e+07   ,SignalB        ,StrongSingle   ,-              ,421941         
leave     ,3481      ,104601501980        ,-9.16618e+07   ,-8.00379e+06   ,-              ,-              ,takeProfit     ,337553         
leave     ,3481      ,104657952900        ,-8.76333e+07   ,-5.99113e+06   ,-              ,-              ,takeProfit     ,253165         
leave     ,3481      ,104941455885        ,-8.56164e+07   ,-3.97425e+06   ,-              ,-              ,takeProfit     ,168776         
leave     ,3481      ,105014485755        ,-8.35953e+07   ,-1.95315e+06   ,-              ,-              ,takeProfit     ,84388.2        
leave     ,3481      ,105038781487        ,-7.75137e+07   ,72164.1        ,-              ,-              ,takeProfit     ,0              
enter     ,3481      ,111251160629        ,-7.34183e+07   ,-9.92784e+06   ,SignalB        ,StrongSingle   ,-              ,417537         
leave     ,3481      ,111251215275        ,-7.14183e+07   ,-7.92784e+06   ,-              ,-              ,takeProfit     ,334029         
leave     ,3481      ,111311475583        ,-6.94141e+07   ,-5.92366e+06   ,-              ,-              ,takeProfit     ,250522         
leave     ,3481      ,112036181243        ,-5.7371e+07    ,38761.2        ,-              ,-              ,bailout        ,0              
