Date,Symbol,Signal,Cause,EntryTime,ExitTime,LeaveCause,PnL,Return%,Duration,EntryPrice,Group,GRank,MRank,RRank,M1Symbol
20260122,6173,SignalA,StrongGroup,09:21:21,09:41:43,stopLoss,-140127,-1.40,0h20m22s,78.5,被動元件,2,2,3,
20260122,6488,SignalA,StrongGroup,10:08:13,10:33:49,stopLoss,-151515,-1.52,0h25m36s,528.0,矽晶圓指標,1,2,4,
20260122,1504,SignalA,StrongGroup,10:10:18,10:47:31,stopLoss,-132743,-1.33,0h37m13s,90.4,家電,1,1,1,
20260122,2327,SignalA,StrongGroup,09:34:06,13:20:00,timeExit,-13400,-0.13,3h45m54s,298.5,被動元件,1,2,5,
20260122,2301,SignalA,StrongGroup,09:25:44,13:20:01,timeExit,126074,1.26,3h54m17s,174.5,電供,2,2,3,
20260123,6215,SignalA,StrongGroup,09:29:15,09:32:40,stopLoss,-155642,-1.56,0h03m25s,128.5,機器人,2,2,2,
20260123,8039,SignalA,StrongGroup,09:32:03,09:43:58,takeProfit,128342,1.28,0h11m55s,93.4,CCL,7,1,1,
20260123,8039,SignalA,StrongGroup,10:26:14,13:20:00,timeExit,50740,0.51,2h53m46s,94.6,CCL,3,1,1,
20260126,6125,SignalA,StrongGroup,09:27:02,09:40:35,takeProfit,122117,1.22,0h13m33s,73.7,設備儀器商,9,1,1,
20260126,1301,SignalA,StrongGroup,09:33:22,09:48:09,takeProfit,192102,1.92,0h14m47s,46.8,塑膠,1,2,2,
20260126,3533,SignalA,StrongGroup,09:54:51,10:15:24,stopLoss,-163934,-1.64,0h20m33s,1525.0,連接器,10,1,1,
20260126,2464,SignalA,StrongGroup,11:09:43,11:26:32,stopLoss,-150892,-1.51,0h16m49s,72.9,設備儀器商,7,1,2,
20260127,3413,SignalA,StrongGroup,09:38:20,09:58:06,takeProfit,134907,1.35,0h19m46s,296.5,半導體設備,9,1,2,
20260127,6643,SignalA,StrongGroup,09:33:58,10:03:37,stopLoss,-142276,-1.42,0h29m39s,492.0,設計IP,2,1,1,
20260127,3037,SignalA,StrongGroup,11:53:19,13:20:00,timeExit,0,0.00,1h26m41s,352.5,ABF,1,2,2,
20260127,6643,SignalA,StrongGroup,10:16:12,13:20:02,timeExit,71138,0.71,3h03m50s,492.0,設計IP,2,1,1,
20260128,3081,SignalA,StrongGroup,09:21:27,09:22:04,takeProfit,46838,0.47,0h00m37s,854.0,CPO,2,1,3,
20260128,3131,SignalA,StrongGroup,09:26:55,09:33:04,stopLoss,-128686,-1.29,0h06m09s,1865.0,半導體設備,8,1,1,
20260128,2481,SignalA,StrongGroup,09:26:22,09:33:35,stopLoss,-137421,-1.37,0h07m13s,94.6,二極體,2,1,1,
20260128,6139,SignalA,StrongGroup,09:32:54,09:37:37,takeProfit,86806,0.87,0h04m43s,576.0,廠務,10,1,1,
20260128,1605,SignalA,StrongGroup,09:49:56,10:02:15,takeProfit,142687,1.43,0h12m19s,42.0,不鏽鋼,9,1,1,
20260128,4768,SignalA,StrongGroup,09:36:05,11:50:55,stopLoss,-108827,-1.09,2h14m50s,413.5,特化,8,1,2,
20260129,6706,SignalA,StrongGroup,09:21:22,09:23:37,stopLoss,-202429,-2.02,0h02m15s,123.5,CPO,1,2,6,
20260129,6139,SignalA,StrongGroup,09:21:01,09:24:16,stopLoss,-131796,-1.32,0h03m15s,607.0,廠務,7,1,1,
20260129,2027,SignalA,StrongGroup,09:24:48,09:25:48,takeProfit,50063,0.50,0h01m00s,40.0,不鏽鋼,3,1,1,
20260129,6753,SignalA,StrongGroup,09:31:45,09:32:43,takeProfit,33670,0.34,0h00m58s,148.5,軍工,10,1,1,
20260129,1326,SignalA,StrongGroup,09:28:51,09:33:04,stopLoss,-152838,-1.53,0h04m13s,45.8,塑膠,4,1,1,
20260129,2313,SignalA,StrongGroup,09:22:05,09:43:18,stopLoss,-160428,-1.60,0h21m13s,187.0,低軌衛星,2,1,2,
20260129,2027,SignalA,StrongGroup,10:14:57,10:45:47,stopLoss,-147783,-1.48,0h30m50s,40.6,不鏽鋼,2,1,1,
20260130,6510,SignalA,StrongGroup,09:26:34,09:30:00,takeProfit,121212,1.21,0h03m26s,3295.0,探針卡,1,1,2,
20260130,8096,SignalA,StrongGroup,09:23:48,09:39:38,stopLoss,-159574,-1.60,0h15m50s,75.1,記憶體,1,2,3,
20260130,2408,SignalA,StrongGroup,09:24:55,09:40:27,stopLoss,-141956,-1.42,0h15m32s,317.0,記憶體,1,1,2,
20260130,3037,SignalA,StrongGroup,09:44:39,10:11:07,takeProfit,127660,1.28,0h26m28s,352.5,ABF,2,2,2,
20260130,3189,SignalA,StrongGroup,09:29:52,10:22:14,stopLoss,-145833,-1.46,0h52m22s,240.0,ABF,3,1,1,
20260130,6510,SignalA,StrongGroup,09:59:00,11:20:37,stopLoss,-192878,-1.93,1h21m37s,3360.0,探針卡,1,1,2,
20260202,6443,SignalA,StrongGroup,09:48:40,10:10:10,stopLoss,-154946,-1.55,0h21m30s,41.9,低軌衛星,1,1,1,
20260202,6510,SignalA,StrongGroup,10:32:00,10:33:24,takeProfit,59172,0.59,0h01m24s,3380.0,探針卡,1,1,2,
20260202,6409,SignalA,StrongGroup,09:21:56,10:36:56,takeProfit,68571,0.69,1h15m00s,874.0,太陽能,3,2,2,
20260202,3533,SignalA,StrongGroup,10:02:21,11:40:21,stopLoss,-168350,-1.68,1h38m00s,1485.0,連接器,5,2,2,
20260202,6510,SignalA,StrongGroup,11:02:00,13:20:00,timeExit,43988,0.44,2h18m00s,3410.0,探針卡,1,1,2,
20260202,3324,SignalA,StrongGroup,11:20:54,13:20:06,timeExit,-53022,-0.53,1h59m12s,943.0,散熱,3,1,1,
20260202,3653,SignalA,StrongGroup,12:22:12,13:20:38,timeExit,85324,0.85,0h58m26s,2930.0,散熱,3,2,2,
20260203,6271,SignalA,StrongGroup,09:22:34,09:30:53,takeProfit,104530,1.05,0h08m19s,143.5,IC封測,13,1,1,
20260203,6182,SignalA,StrongGroup,09:28:51,09:44:42,stopLoss,-161074,-1.61,0h15m51s,37.2,矽晶圓指標,4,1,2,
20260203,1303,SignalA,StrongGroup,09:35:54,09:58:54,takeProfit,67385,0.67,0h23m00s,74.2,玻纖布,4,1,5,
20260203,6443,SignalA,StrongGroup,09:20:59,10:00:00,stopLoss,-11587,-0.12,0h39m01s,43.1,低軌衛星,1,2,3,
20260203,6215,SignalA,StrongGroup,09:45:45,10:05:44,stopLoss,-174672,-1.75,0h19m59s,114.5,設備儀器商,7,1,4,
20260203,6271,SignalA,StrongGroup,09:52:16,10:13:26,stopLoss,-172414,-1.72,0h21m10s,145.0,IC封測,13,1,1,
20260203,1815,SignalA,StrongGroup,10:19:32,10:35:01,stopLoss,-138889,-1.39,0h15m29s,93.6,玻纖布,2,2,3,
20260203,2467,SignalA,StrongGroup,10:51:27,11:18:07,takeProfit,95420,0.95,0h26m40s,262.0,FOPLP,7,1,1,
20260203,3017,SignalA,StrongGroup,10:32:41,11:47:39,takeProfit,125392,1.25,1h14m58s,1595.0,散熱,1,1,1,
20260203,6510,SignalA,StrongGroup,10:45:58,13:22:06,timeExit,145357,1.45,2h36m08s,3710.0,探針卡,1,2,2,
20260204,6282,SignalA,StrongGroup,09:21:03,09:22:48,takeProfit,40609,0.41,0h01m45s,49.2,電供,5,1,2,
20260204,6116,SignalA,StrongGroup,09:24:01,09:36:44,stopLoss,-144928,-1.45,0h12m43s,9.0,TFT 面板,1,2,3,
20260204,3189,SignalA,StrongGroup,09:25:42,09:36:49,takeProfit,172414,1.72,0h11m07s,261.0,ABF,6,1,1,
20260204,2049,SignalA,StrongGroup,09:26:23,09:39:43,takeProfit,124224,1.24,0h13m20s,241.5,工具機,3,1,2,
20260204,3019,SignalA,StrongGroup,09:41:28,09:45:52,stopLoss,-152439,-1.52,0h04m24s,164.0,機器人,5,2,3,
20260204,6282,SignalA,StrongGroup,09:43:42,09:53:01,takeProfit,86694,0.87,0h09m19s,49.6,電供,5,1,2,
20260204,6271,SignalA,StrongGroup,09:20:16,10:01:32,takeProfit,196721,1.97,0h41m16s,152.5,IC封測,14,1,1,
20260204,3715,SignalA,StrongGroup,09:37:31,10:10:55,takeProfit,199336,1.99,0h33m24s,150.5,印刷電路板,6,1,6,
20260204,4526,SignalA,StrongGroup,10:37:43,10:38:20,takeProfit,120846,1.21,0h00m37s,33.1,工具機,3,2,3,
20260204,6869,SignalA,StrongGroup,09:46:39,11:14:59,stopLoss,-181818,-1.82,1h28m20s,110.0,太陽能,1,2,4,
20260204,6282,SignalA,StrongGroup,11:03:48,11:21:44,takeProfit,100200,1.00,0h17m56s,49.9,電供,5,1,2,
20260204,6584,SignalA,StrongGroup,09:57:18,13:24:32,timeExit,247734,2.48,3h27m14s,330.5,滑軌,3,1,1,
20260205,5309,SignalA,StrongGroup,09:23:50,09:24:07,takeProfit,132939,1.33,0h00m17s,67.7,車用電子,16,1,2,
20260205,8074,SignalA,StrongGroup,09:24:08,09:33:41,stopLoss,-148368,-1.48,0h09m33s,67.4,PCB上游,1,2,4,
20260205,2374,SignalA,StrongGroup,09:32:36,09:56:52,stopLoss,-141844,-1.42,0h24m16s,84.6,光電,2,1,2,
20260205,1301,SignalA,StrongGroup,09:28:01,10:04:59,stopLoss,-136126,-1.36,0h36m58s,47.8,塑膠,14,1,1,
20260205,8261,SignalA,StrongGroup,10:19:03,10:19:23,takeProfit,96670,0.97,0h00m20s,93.0,二極體,2,1,1,
20260205,5309,SignalA,StrongGroup,10:24:38,10:30:34,stopLoss,-142450,-1.42,0h05m56s,70.2,車用電子,3,1,1,
20260205,8210,SignalA,StrongGroup,09:49:56,13:20:45,timeExit,227488,2.27,3h30m49s,1055.0,機殼,1,1,1,
20260206,6584,SignalA,StrongGroup,10:01:16,10:06:38,stopLoss,-139276,-1.39,0h05m22s,359.0,滑軌,1,1,1,
20260209,5347,SignalA,StrongGroup,09:24:41,09:26:00,stopLoss,-157480,-1.57,0h01m19s,127.0,專業IC代工,7,1,1,
20260210,3532,SignalA,StrongGroup,09:20:19,09:26:18,stopLoss,-136054,-1.36,0h05m59s,147.0,矽晶圓指標,1,1,1,
20260210,5234,SignalA,StrongGroup,09:36:31,10:05:45,stopLoss,-144928,-1.45,0h29m14s,379.5,電子化工材料,7,1,1,
20260210,3037,SignalA,StrongGroup,11:18:19,12:38:21,stopLoss,-134048,-1.34,1h20m02s,373.0,ABF,1,1,1,
20260210,2301,SignalA,StrongGroup,11:08:56,12:41:09,stopLoss,-128134,-1.28,1h32m13s,179.5,電供,10,1,2,
20260211,4722,SignalA,StrongGroup,09:23:13,09:25:03,stopLoss,-144092,-1.44,0h01m50s,173.5,電子化工材料,5,2,2,
20260211,5340,SignalA,StrongGroup,09:28:36,09:38:04,stopLoss,-135323,-1.35,0h09m28s,100.5,玻纖布,1,2,3,
20260211,6213,SignalA,StrongGroup,09:48:41,09:56:08,takeProfit,40650,0.41,0h07m27s,123.0,印刷電路板,3,1,9,
20260211,6753,SignalA,StrongGroup,10:02:25,10:26:25,stopLoss,-170068,-1.70,0h24m00s,147.0,軍工,5,2,2,
20260211,1326,SignalA,StrongGroup,09:41:02,13:20:00,timeExit,9401,0.09,3h38m58s,42.5,塑膠,2,2,2,
20260211,6290,SignalA,StrongGroup,10:41:53,13:20:09,timeExit,-100796,-1.01,2h38m16s,188.5,連接線材,1,1,1,
20260223,2645,SignalA,StrongGroup,09:28:57,09:33:40,stopLoss,-142045,-1.42,0h04m43s,176.0,軍工,3,2,3,
20260223,2313,SignalA,StrongGroup,10:05:16,10:40:23,takeProfit,124069,1.24,0h35m07s,201.5,低軌衛星,7,1,1,
20260223,8043,SignalA,StrongGroup,09:27:17,11:07:02,takeProfit,53619,0.54,1h39m45s,74.6,被動元件,1,1,4,
20260223,6176,SignalA,StrongGroup,09:30:25,12:46:13,stopLoss,-184502,-1.85,3h15m48s,135.5,光電,15,1,1,
20260223,2609,SignalA,StrongGroup,09:31:17,13:20:00,timeExit,46847,0.47,3h48m43s,55.5,海運,1,1,2,
20260223,8074,SignalA,StrongGroup,09:38:05,13:20:21,timeExit,-45662,-0.46,3h42m16s,65.7,鑽孔,1,2,2,
20260224,2455,SignalA,StrongGroup,09:28:16,09:34:12,takeProfit,103896,1.04,0h05m56s,192.5,砷化鎵,1,2,3,
20260224,1717,SignalA,StrongGroup,09:23:34,09:35:53,stopLoss,-129450,-1.29,0h12m19s,61.8,特化,6,1,2,
20260224,8358,SignalA,StrongGroup,09:22:59,09:42:31,takeProfit,103986,1.04,0h19m32s,288.5,PCB上游,1,1,3,
20260224,2406,SignalA,StrongGroup,09:39:35,09:47:13,stopLoss,-144695,-1.45,0h07m38s,31.1,太陽能,2,1,3,
20260224,8074,SignalA,StrongGroup,09:38:14,09:50:56,takeProfit,58224,0.58,0h12m42s,68.6,PCB上游,1,2,6,
20260224,6443,SignalA,StrongGroup,09:28:02,10:24:25,stopLoss,-155689,-1.56,0h56m23s,41.7,太陽能,1,2,4,
20260224,2472,SignalA,StrongGroup,10:07:58,10:30:31,stopLoss,-165289,-1.65,0h22m33s,121.0,被動元件,5,1,4,
20260224,1303,SignalA,StrongGroup,09:41:43,11:02:04,takeProfit,102506,1.03,1h20m21s,87.8,玻纖布,1,1,4,
20260224,3443,SignalA,StrongGroup,10:47:58,11:12:05,stopLoss,-141700,-1.42,0h24m07s,2470.0,設計IP,12,1,3,
20260224,2455,SignalA,StrongGroup,10:38:38,12:55:59,takeProfit,230769,2.31,2h17m21s,195.0,砷化鎵,1,2,3,
20260224,5234,SignalA,StrongGroup,11:37:21,13:20:00,timeExit,207852,2.08,1h42m39s,433.0,特化,12,1,1,
20260224,2308,SignalA,StrongGroup,10:59:35,13:20:00,timeExit,51095,0.51,2h20m25s,1370.0,電供,12,1,1,
20260224,6213,SignalA,StrongGroup,11:26:09,13:20:00,timeExit,215385,2.15,1h53m51s,130.0,PCB上游,2,2,4,
20260225,6640,SignalA,StrongGroup,09:21:08,09:23:28,takeProfit,128700,1.29,0h02m20s,776.0,半導體設備,9,1,2,
20260225,1326,SignalA,StrongGroup,09:27:59,09:32:37,takeProfit,159067,1.59,0h04m38s,47.1,塑膠,2,1,1,
20260225,4768,SignalA,StrongGroup,09:34:47,09:35:31,stopLoss,-138090,-1.38,0h00m44s,434.5,特化,2,2,2,
20260225,6510,SignalA,StrongGroup,09:30:32,09:42:43,takeProfit,38961,0.39,0h12m11s,3840.0,探針卡,15,1,1,
20260225,4722,SignalA,StrongGroup,09:27:38,09:59:53,takeProfit,198511,1.99,0h32m15s,201.0,特化,2,1,1,
20260225,8210,SignalA,StrongGroup,09:45:56,10:46:52,takeProfit,11173,0.11,1h00m56s,895.0,機殼,3,2,2,
20260225,2317,SignalA,StrongGroup,09:47:06,10:57:25,takeProfit,61983,0.62,1h10m19s,242.0,ODM,3,2,2,
20260225,6640,SignalA,StrongGroup,10:35:47,11:07:12,stopLoss,-200000,-2.00,0h31m25s,799.0,半導體設備,9,1,2,
20260226,8086,SignalA,StrongGroup,09:22:13,09:24:43,stopLoss,-158730,-1.59,0h02m30s,126.0,砷化鎵,1,2,3,
20260226,8086,SignalA,StrongGroup,09:26:29,09:27:55,stopLoss,-158730,-1.59,0h01m26s,126.0,砷化鎵,1,2,3,
20260226,2436,SignalA,StrongGroup,09:24:54,09:30:08,takeProfit,79872,0.80,0h05m14s,62.6,車用電子,10,1,1,
20260226,3131,SignalA,StrongGroup,09:26:25,09:31:54,takeProfit,116279,1.16,0h05m29s,1720.0,半導體設備,4,2,3,
20260226,6788,SignalA,StrongGroup,09:42:24,09:47:44,takeProfit,175182,1.75,0h05m20s,342.5,半導體設備,3,2,5,
20260226,6223,SignalA,StrongGroup,09:43:59,10:05:46,takeProfit,108499,1.08,0h21m47s,2760.0,探針卡,6,1,1,
20260226,2329,SignalA,StrongGroup,09:22:19,13:20:02,timeExit,163823,1.64,3h57m43s,58.6,IC封測,11,1,1,
20260226,6788,SignalA,StrongGroup,12:07:56,13:20:13,timeExit,85470,0.85,1h12m17s,351.0,半導體設備,2,2,5,
20260302,4989,SignalA,StrongGroup,09:23:59,09:43:54,takeProfit,281065,2.81,0h19m55s,67.5,CCL,18,1,1,
20260302,3037,SignalA,StrongGroup,09:50:32,10:14:09,stopLoss,-141557,-1.42,0h23m37s,494.5,ABF,5,1,1,
20260302,3701,SignalA,StrongGroup,11:18:34,11:45:21,takeProfit,295082,2.95,0h26m47s,60.9,CPO,2,1,6,
20260303,6706,SignalA,StrongGroup,09:20:03,09:27:01,stopLoss,-141844,-1.42,0h06m58s,141.0,CPO,2,2,6,
20260303,6271,SignalA,StrongGroup,09:20:59,09:29:50,stopLoss,22727,0.23,0h08m51s,176.0,IC封測,12,1,2,
20260303,2615,SignalA,StrongGroup,09:31:27,10:05:47,stopLoss,-83333,-0.83,0h34m20s,84.0,海運,2,2,3,
20260303,2615,SignalA,StrongGroup,10:14:00,11:36:45,takeProfit,106888,1.07,1h22m45s,84.2,海運,1,2,3,
20260303,2609,SignalA,StrongGroup,10:11:32,11:38:33,takeProfit,93458,0.93,1h27m01s,64.2,海運,1,1,2,
