Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3624      ,94155342055         ,689000         ,-1.99298e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,145138         ,被動元件(G1/M2/R2)
leave     ,3624      ,103700440815        ,679000         ,-2.21046e+07   ,-145138        ,-              ,-              ,stopLoss       ,0              
