Metric,Value
Total Trades,2
Total PnL,-103639
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,68182
Avg Loss,-171821
Profit Factor,0.40
Max Single Win,68182
Max Single Loss,-171821
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,171821
Avg Holding Duration,0h20m05s
Avg Return%,-0.52%
