Metric,Value
Total Trades,3
Total PnL,63769
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,103023
Avg Loss,-142276
Profit Factor,1.45
Max Single Win,134907
Max Single Loss,-142276
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,142276
Avg Holding Duration,1h17m45s
Avg Return%,0.21%
