Metric,Value
Total Trades,8
Total PnL,260306
Win Rate,75.0%
Win Count,6
Loss Count,2
Avg Win,99733
Avg Loss,-169045
Profit Factor,1.77
Max Single Win,198511
Max Single Loss,-200000
Max Consecutive Wins,4
Max Consecutive Losses,1
Max Drawdown,200000
Avg Holding Duration,0h26m51s
Avg Return%,0.33%
