Metric,Value
Total Trades,6
Total PnL,502012
Win Rate,66.7%
Win Count,4
Loss Count,2
Avg Win,197106
Avg Loss,-143205
Profit Factor,2.75
Max Single Win,284360
Max Single Loss,-149254
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,149254
Avg Holding Duration,0h47m36s
Avg Return%,0.84%
