Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol
3529,SignalA,StrongGroup,10:09:59,10:33:08,stopLoss,-139211,-1.39%,0h23m09s,設計IP,9,1,1,
1303,SignalA,StrongGroup,11:11:19,12:03:41,takeProfit,134328,1.34%,0h52m22s,塑膠,2,1,1,
