Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3189      ,92643538952         ,1455000        ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,68728.5        ,ABF(G9/M1/R1)
leave     ,3189      ,95913197451         ,1430000        ,-103639        ,-171821        ,-              ,-              ,stopLoss       ,0              
