細產業別,代碼,商品
電腦周邊設備,3057,喬鼎
電腦周邊設備,3060,銘異
電腦周邊設備,3272,東碩
電腦周邊設備,3287,廣寰科
電腦周邊設備,3349,寶德
電腦周邊設備,3494,誠研
電腦周邊設備,3611,鼎翰
電腦周邊設備,4987,科誠
電腦周邊設備,5211,蒙恬
電腦周邊設備,5215,科嘉-KY
電腦周邊設備,5356,協益
電腦周邊設備,5438,東友
電腦周邊設備,6128,上福
電腦周邊設備,6188,廣明
電腦周邊設備,6228,全譜
電腦周邊設備,6277,宏正
電腦通路,2347,聯強
電腦通路,2414,精技
電腦通路,3213,茂訊
電腦通路,3709,鑫聯大投控
電腦通路,5386,青雲
電腦通路,6118,建達
電腦通路,6776,展碁國際
電腦通路,8067,志旭
電線電纜,1603,華電
電線電纜,1605,華新
電線電纜,1608,華榮
電線電纜,1609,大亞
電線電纜,1612,宏泰
電線電纜,1615,大山
電線電纜,1616,億泰
電線電纜,1617,榮星
電線電纜,1618,合機
電線電纜,2061,風青
電線電纜,2440,太空梭
電線電纜,3622,洋華
電線電纜,911608,明輝-DR
網路通訊,2314,台揚
網路通訊,2332,友訊
網路通訊,2345,智邦
網路通訊,2419,仲琦
網路通訊,2439,美律
網路通訊,2444,兆勁
網路通訊,3047,訊舟
網路通訊,3062,建漢
網路通訊,3152,璟德
網路通訊,3380,明泰
網路通訊,3447,展達
網路通訊,3558,神準
網路通訊,3596,智易
網路通訊,3684,榮昌
網路通訊,3694,海華
網路通訊,3704,合勤控
網路通訊,4905,台聯電
網路通訊,4906,正文
網路通訊,5353,台林
網路通訊,5388,中磊
網路通訊,6142,友勁
網路通訊,6216,居易
網路通訊,6241,易通展
網路通訊,6263,普萊德
網路通訊,6285,啟碁
網路通訊,6417,韋僑
網路通訊,6470,宇智
網路通訊,6546,正基
網路通訊,6674,鋐寶科技
網路通訊,6863,永道-KY
網路通訊,8034,榮群
網路通訊,8059,凱碩
網路通訊,8089,康全電訊
網路通訊,8097,常珵
網路通訊,8176,智捷
網路通訊,6163,華電網
網路通訊,2485,兆赫
網路通訊,2495,普安
網路通訊,2498,宏達電
網路通訊,3419,譁裕
網路通訊,3466,德晉
廠務,6667,信紘科
廠務,2404,漢唐
廠務,3018,隆銘綠能
廠務,3402,漢科
廠務,5536,聖暉*
廠務,6139,亞翔
廠務,6691,洋基工程
廠務,6903,巨漢
廠務,8383,千附
影像感測元件,4974,亞泰
影像感測元件,8249,菱光
模具沖壓,1569,濱川
模具沖壓,1586,和勤
模具沖壓,2476,鉅祥
模具沖壓,3095,及成
模具沖壓,3230,錦明
模具沖壓,3310,佳穎
模具沖壓,3543,州巧
模具沖壓,4545,銘鈺
模具沖壓,4912,聯德控股-KY
模具沖壓,4942,嘉彰
模具沖壓,5223,安力-KY
模具沖壓,5243,乙盛-KY
模具沖壓,5284,jpp-KY
模具沖壓,5460,同協
模具沖壓,8071,能率網通
膠帶,1324,地球
膠帶,4306,炎洲
膠帶,6509,聚和
膠帶,8354,冠好
衛生清潔用品,1730,花仙子
衛生清潔用品,1731,美吾華
衛生清潔用品,1732,毛寶
衛生清潔用品,4707,磐亞
機車,1599,宏佳騰
機車,2206,三陽工業
機車,5276,達輝-KY
機車,5288,豐祥-KY
機車,8937,合騏
機車,9110,越南控-DR
機械零組件,1589,永冠-KY
機械零組件,4532,瑞智
機械零組件,4538,大詠城
機械零組件,4552,力達-KY
機械零組件,4555,氣立
機械零組件,4560,強信-KY
機械零組件,4561,健椿
機械零組件,4568,科際精密
機械零組件,4571,鈞興-KY
機械零組件,4576,大銀微系統
機械零組件,4580,捷流閥業
機械零組件,4583,台灣精銳
機械零組件,4584,君帆
機械零組件,5392,能率
機械零組件,6843,進典
機械零組件,6982,大井泵浦
機械零組件,7750,新代
機殼,2067,嘉鋼機殼
機殼,1336,台翰
機殼,2354,鴻準
機殼,2474,可成
機殼,3013,晟銘電
機殼,3032,偉訓
機殼,3325,旭品
機殼,3508,位速
機殼,3518,柏騰
機殼,3540,曜越
機殼,3693,營邦
機殼,5426,振發
機殼,5465,富驊
機殼,6117,迎廣
機殼,6276,安鈦克
機殼,8210,勤誠
機殼,8410,森田
機殼,9136,巨騰-DR
機器人,8374,羅昇
機器人,1590,亞德客-KY
機器人,3708,上緯投控
機器人,1597,直得
機器人,2049,上銀
機器人,2359,所羅門
機器人,2365,昆盈
機器人,3019,亞光
機器人,4540,全球傳動
機器人,4585,達明
機器人,6215,和椿
機器人,6209,今國光
橡膠,9942,茂順
橡膠,2101,南港
橡膠,2102,泰豐
橡膠,2103,台橡
橡膠,2104,國際中橡
橡膠,2105,正新
橡膠,2106,建大
橡膠,2107,厚生
橡膠,2108,南帝
橡膠,2109,華豐
橡膠,2114,鑫永銓
橡膠,6582,申豐
辦公電子設備,2373,震旦行
辦公電子設備,2380,虹光
辦公電子設備,2417,圓剛
辦公電子設備,2433,互盛電
鋼鐵,2002,中鋼
鋼鐵,2006,東和鋼鐵
鋼鐵,2008,高興昌
鋼鐵,2010,春源
鋼鐵,2013,中鋼構
鋼鐵,2015,豐興
鋼鐵,2020,美亞
鋼鐵,2024,志聯
鋼鐵,2028,威致
鋼鐵,2038,海光
鋼鐵,2064,晉椿
鋼鐵,2211,長榮鋼
鋼鐵,5016,松和
鋼鐵,6248,沛波
鋼鐵,9958,世紀鋼
鋼鐵,2007,燁興
鋼鐵,2009,第一銅
鋼鐵,2012,春雨
鋼鐵,2014,中鴻
鋼鐵,2017,官田鋼
鋼鐵,2022,聚亨
鋼鐵,2023,燁輝
鋼鐵,2025,千興
鋼鐵,2027,大成鋼
鋼鐵,2029,盛餘
鋼鐵,2030,彰源
鋼鐵,2031,新光鋼
鋼鐵,2032,新鋼
鋼鐵,2033,佳大
鋼鐵,2034,允強
鋼鐵,2069,運錩
鋼鐵,3004,豐達科
鋼鐵,5007,三星
鋼鐵,5538,東明-KY
鋼鐵,2035,唐榮
鋼鐵,4950,金耘國際
鋼鐵,5009,榮剛
鋼鐵,5013,強新
鋼鐵,5014,建錩
鋼鐵,5015,華祺
鋼鐵,8415,大國鋼
鋼鐵,8930,青鋼
鋼鐵,9962,有益
鋼鐵,2073,雄順
餐飲,1233,天仁
餐飲,1259,安心
餐飲,1268,漢來美食
餐飲,2723,美食-KY
餐飲,2726,雅茗-KY
餐飲,2727,王品
餐飲,2729,瓦城
餐飲,2732,六角
餐飲,2740,天蔥
餐飲,2751,王座
餐飲,2752,豆府
餐飲,2753,八方雲集
餐飲,2754,亞洲藏壽司
餐飲,2755,揚秦
餐飲,2756,聯發國際
餐飲,2926,誠品生活
餐飲,3522,御嵿
餐飲,3632,研勤
餐飲,4419,皇家美食
餐飲,4530,宏易
餐飲,6144,得利影
餐飲,7705,三商餐飲
餐飲,7708,全家餐飲
餐飲,7723,築間
餐飲,7757,金色三麥
餐飲,8940,新天地
營建,1316,上曜
營建,1436,華友聯
營建,1438,三地開發
營建,1439,雋揚
營建,1442,名軒
營建,1453,大將
營建,1456,怡華
營建,1472,三洋實業
營建,1532,勤美
營建,1535,中宇
營建,1805,寶徠
營建,2348,海悅
營建,2442,新美齊
營建,2501,國建
營建,2505,國揚
營建,2506,太設
營建,2509,全坤建
營建,2511,太子
營建,2514,龍邦
營建,2515,中工
營建,2516,新建
營建,2520,冠德
營建,2524,京城
營建,2527,宏璟
營建,2528,皇普
營建,2530,華建
營建,2534,宏盛
營建,2535,達欣工
營建,2536,宏普
營建,2537,聯上發
營建,2538,基泰
營建,2539,櫻花建
營建,2540,愛山林
營建,2542,興富發
營建,2543,皇昌
營建,2545,皇翔
營建,2546,根基
營建,2547,日勝生
營建,2548,華固
營建,2596,綠意
營建,2597,潤弘
營建,2718,全心投控
營建,2910,統領
營建,2923,鼎固-KY
營建,3052,夆典
營建,3056,富華新
營建,3188,鑫龍騰
營建,3266,昇陽
營建,3313,斐成
營建,3489,森寶
營建,3512,皇龍
營建,3521,鴻翊
營建,3703,欣陸
營建,4113,聯上
營建,4416,三圓
營建,4907,富宇
營建,5206,坤悅
營建,5213,亞昕
營建,5324,士開
營建,5455,昇益
營建,5508,永信建
營建,5511,德昌
營建,5512,力麒
營建,5514,三豐
營建,5515,建國
營建,5516,雙喜
營建,5519,隆大
營建,5521,工信
營建,5522,遠雄
營建,5523,豐謙
營建,5525,順天
營建,5529,鉅陞
營建,5531,鄉林
營建,5533,皇鼎
營建,5534,長虹
營建,5548,安倉
營建,6122,擎邦
營建,6171,大城地產
營建,6177,達麗
營建,6179,亞通
營建,6186,新潤
營建,6198,瑞築
營建,6212,理銘
營建,6219,富旺
營建,6222,立軒
營建,6264,富裔
營建,6754,匯僑設計
營建,6806,森崴能源
營建,6881,潤德
營建,8080,泰霖
營建,8426,紅木-KY
營建,9906,欣巴巴
營建,9933,中鼎
營建,9945,潤泰新
營建,9946,三發地產
營建,1808,潤隆
螺絲螺帽,2065,世豐
螺絲螺帽,2073,雄順
螺絲螺帽,5011,久陽
螺絲螺帽,7718,友鋮
螺絲螺帽,8349,恒耀
螺絲螺帽,1591,駿吉-KY
螺絲螺帽,2012,春雨
螺絲螺帽,2017,官田鋼
螺絲螺帽,2022,聚亨
螺絲螺帽,2027,大成鋼
螺絲螺帽,2066,世德
螺絲螺帽,3004,豐達科
螺絲螺帽,5007,三星
螺絲螺帽,8415,大國鋼
螺絲螺帽,911622,泰聚亨-DR
隱形眼鏡,1565,精華
隱形眼鏡,4131,浩泰
隱形眼鏡,4771,望隼
隱形眼鏡,6491,晶碩
隱形眼鏡,6747,亨泰光
隱形眼鏡,6782,視陽
殯葬業,5530,龍巖
殯葬業,6199,天品
織布,1419,新紡
織布,1445,大宇
織布,1446,宏和
織布,1449,佳和
織布,1454,台富
織布,1460,宏遠
織布,1464,得力
織布,1465,偉全
織布,1468,昶和
織布,1470,大統新創
織布,1474,弘裕
織布,1476,儒鴻
織布,4426,利勤
織布,4433,興采
織布,4439,冠星-KY
織布,4442,竣邦-KY
織布,6506,雙邦
顯示器,2352,佳世達
顯示器,2489,瑞軒
顯示器,3504,揚明光
顯示器,4153,鈺緯
顯示器,4995,晶達
顯示器,6577,勁豐
顯示器,7753,星亞
顯示器,9912,偉聯
觀光休閒,1432,大魯閣
觀光休閒,2701,萬企
觀光休閒,2705,六福
觀光休閒,2719,燦星旅
觀光休閒,2731,雄獅
觀光休閒,2734,易飛網
觀光休閒,2743,山富
觀光休閒,2745,五福
觀光休閒,2762,世界健身-KY
觀光休閒,5701,劍湖山
觀光休閒,5706,鳳凰
觀光休閒,8462,柏文
觀光休閒,9943,好樂迪
ABF,3037,欣興
ABF,3189,景碩
ABF,8046,南電
BBU,4931,新盛力
BBU,3211,順達
BBU,3323,加百裕
BBU,3625,西勝
BBU,6558,興能高
BBU,6781,AES-KY
CCL,8358,金居
CCL,2368,金像電
CCL,2383,台光電
CCL,6274,台燿
CCL,6213,聯茂
CCL,8039,台虹
CCL,4989,榮科
CPO,7728,光焱科技
CPO,3081,聯亞
CPO,4971,IET-KY
CPO,4991,環宇-KY
CPO,3025,星通
CPO,3163,波若威
CPO,3234,光環
CPO,3363,上詮
CPO,3450,聯鈞
CPO,4903,聯光通
CPO,4908,前鼎
CPO,4977,眾達-KY
CPO,4979,華星光
CPO,6442,光聖
CPO,6451,訊芯-KY
CPO,6706,惠特
FOPLP,3580,友威科
FOPLP,2467,志聖
FOPLP,6640,均華
FOPLP,5443,均豪
FOPLP,3535,晶彩科
FOPLP,3663,鑫科
FOPLP,8064,東捷
GPS,3306,鼎天
GPS,3499,環天科
GPS,5348,正能量智能
IC 零組件通路商,3028,增你強
IC 零組件通路商,3033,威健
IC 零組件通路商,3036,文曄
IC 零組件通路商,3048,益登
IC 零組件通路商,3209,全科
IC 零組件通路商,3232,昱捷
IC 零組件通路商,3312,弘憶股
IC 零組件通路商,3360,尚立
IC 零組件通路商,3528,安馳
IC 零組件通路商,3686,達能
IC 零組件通路商,3702,大聯大
IC 零組件通路商,6113,亞矽
IC 零組件通路商,6189,豐藝
IC 零組件通路商,6227,茂綸
IC 零組件通路商,6270,倍微
IC 零組件通路商,8032,光菱
IC 零組件通路商,8068,全達
IC 零組件通路商,8072,陞泰
IC封測,6271,同欣電
IC封測,1410,南染
IC封測,2329,華泰
IC封測,2369,菱生
IC封測,2441,超豐
IC封測,2449,京元電子
IC封測,3264,欣銓
IC封測,3265,台星科
IC封測,3372,典範
IC封測,3374,精材
IC封測,3567,逸昌
IC封測,3711,日月光投控
IC封測,5344,立衛
IC封測,6147,頎邦
IC封測,6257,矽格
IC封測,6261,久元
IC封測,6525,捷敏-KY
IC封測,6515,穎崴
IC封測,8162,微矽電子-創
IC基板,6552,易華電
IC設計,2363,矽統
IC設計,2379,瑞昱
IC設計,2388,威盛
IC設計,2401,凌陽
IC設計,2436,偉詮電
IC設計,2454,聯發科
IC設計,2458,義隆
IC設計,3014,聯陽
IC設計,3034,聯詠
IC設計,3041,揚智
IC設計,3094,聯傑
IC設計,3122,笙泉
IC設計,3141,晶宏
IC設計,3150,鈺寶-創
IC設計,3169,亞信
IC設計,3227,原相
IC設計,3228,金麗科
IC設計,3257,虹冠電
IC設計,3259,鑫創
IC設計,3268,海德威
IC設計,3288,點晶
IC設計,3438,類比科
IC設計,3527,聚積
IC設計,3530,晶相光
IC設計,3545,敦泰
IC設計,3556,禾瑞亞
IC設計,3588,通嘉
IC設計,3592,瑞鼎
IC設計,4951,精拓科
IC設計,4952,凌通
IC設計,4961,天鈺
IC設計,4966,譜瑞-KY
IC設計,4968,立積
IC設計,5236,凌陽創新
IC設計,5269,祥碩
IC設計,5272,笙科
IC設計,5274,信驊
IC設計,5302,太欣
IC設計,5468,凱鈺
IC設計,5471,松翰
IC設計,5487,通泰
IC設計,6103,合邦
IC設計,6104,創惟
IC設計,6129,普誠
IC設計,6138,茂達
IC設計,6202,盛群
IC設計,6229,研通
IC設計,6231,系微
IC設計,6233,旺玖
IC設計,6237,驊訊
IC設計,6243,迅杰
IC設計,6291,沛亨
IC設計,6415,矽力*-KY
IC設計,6494,九齊
IC設計,6526,達發
IC設計,6679,鈺太
IC設計,6684,安格
IC設計,6695,芯鼎
IC設計,6708,天擎
IC設計,6716,應廣
IC設計,6719,力智
IC設計,6720,久昌
IC設計,6732,昇佳電子
IC設計,6756,威鋒電子
IC設計,6789,采鈺
IC設計,6799,來頡
IC設計,6962,奕力-KY
IC設計,6996,力領科技
IC設計,8016,矽創
IC設計,8024,佑華
IC設計,8040,九暘
IC設計,8081,致新
LED,1611,中電
LED,2340,台亞
LED,2393,億光
LED,2426,鼎元
LED,2466,冠西電
LED,2491,吉祥全
LED,3031,佰鴻
LED,3066,李洲
LED,3339,泰谷
LED,3346,麗清
LED,3437,榮創
LED,3516,亞帝歐
LED,3591,艾笛森
LED,3714,富采
LED,3717,聯嘉投控
LED,4956,光鋐
LED,4972,湯石照明
LED,5230,雷笛克光學
LED,5244,弘凱
LED,5355,佳總
LED,6164,華興
LED,6168,宏齊
LED,6226,光鼎
LED,6278,台表科
LED,6597,立誠
LED,6854,錼創科技-KY創
LED,8111,立碁
LED,911868,同方友友-DR
MCU 指標,3122,笙泉
MCU 指標,3228,金麗科
MCU 指標,4919,新唐
MCU 指標,4952,凌通
MCU 指標,5471,松翰
MCU 指標,6202,盛群
MCU 指標,6494,九齊
MCU 指標,6716,應廣
ODM,3231,緯創
ODM,2382,廣達
ODM,6669,緯穎
ODM,2317,鴻海
ODM,3706,神達
ODM,2356,英業達
ODM,2324,仁寶
ODM,4938,和碩
PCB 設備,1595,川寶
PCB 設備,2467,志聖
PCB 設備,2493,揚博
PCB 設備,3030,德律
PCB 設備,3093,港建*
PCB 設備,3167,大量
PCB 設備,3455,由田
PCB 設備,3498,陽程
PCB 設備,3563,牧德
PCB 設備,4542,科嶠
PCB 設備,4577,達航科技
PCB 設備,6438,迅得
PCB 設備,6658,聯策
PCB 設備,6664,群翊
PCB 設備,6727,亞泰金屬
TFT 面板,2409,友達
TFT 面板,2429,銘旺科
TFT 面板,2438,翔耀
TFT 面板,3051,力特
TFT 面板,3149,正達
TFT 面板,3285,微端
TFT 面板,3481,群創
TFT 面板,3523,迎輝
TFT 面板,3615,安可
TFT 面板,3666,光耀
TFT 面板,4933,友輝
TFT 面板,4935,茂林-KY
TFT 面板,4960,誠美材
TFT 面板,5245,智晶
TFT 面板,6116,彩晶
TFT 面板,6246,臺龍
TFT 面板,6405,悅城
TFT 面板,8069,元太
TFT 面板,8104,錸寶
TFT 面板,8215,明基材
TFT 面板,8240,華宏
UPS,3628,盈正
UPS,3043,科風
UPS,3617,碩天
UPS,6409,旭隼
UPS,3207,耀勝
CPO,3701,大眾控
記憶體,4768,晶呈科技
特化,4768,晶呈科技
IC封測,4768,晶呈科技
鑽孔,6234,高僑
鑽孔,8021,尖點
鑽孔,8074,鉅橡
鑽孔,3167,大量
PCB上游,2383,台光電
PCB上游,6274,台燿
PCB上游,1815,富喬
PCB上游,8021,尖點
PCB上游,4989,榮科
PCB上游,5498,凱崴
PCB上游,5340,建榮
PCB上游,8074,鉅橡
PCB上游,8358,金居
PCB上游,6213,聯茂
記憶體,3060,銘異
記憶體,4973,廣穎
軍工,5314,世紀*
特化,4755,三福化
特化,1773,勝一
特化,4722,國精化
特化,4772,台特化
特化,4749,新應材
特化,5234,達興材料
特化,1717,長興
特化,4764,雙鍵
特化,1727,中華化
記憶體,6239,力成
