Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,8033      ,103007012622        ,-1.0084e+08    ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,62111.8        
leave     ,8033      ,103247257980        ,-8.88768e+07   ,-62111.8       ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103247257980        ,-9.88768e+07   ,-1.00621e+07   ,SignalA        ,StrongGroup    ,-              ,62305.3        
leave     ,8033      ,103304707459        ,-8.89079e+07   ,-93264.4       ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103304707459        ,-9.89079e+07   ,-1.00933e+07   ,SignalA        ,StrongGroup    ,-              ,62305.3        
leave     ,8033      ,103309398553        ,-8.89391e+07   ,-124417        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103309398553        ,-9.89391e+07   ,-1.01244e+07   ,SignalA        ,StrongGroup    ,-              ,62305.3        
leave     ,8033      ,103311697363        ,-8.89703e+07   ,-155570        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103311697363        ,-9.89703e+07   ,-1.01556e+07   ,SignalA        ,StrongGroup    ,-              ,62305.3        
leave     ,8033      ,103314380379        ,-8.90014e+07   ,-186722        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103314380379        ,-9.90014e+07   ,-1.01867e+07   ,SignalA        ,StrongGroup    ,-              ,62305.3        
leave     ,8033      ,103332390848        ,-8.70026e+07   ,-217875        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103911589595        ,-8.28659e+07   ,-1.02179e+07   ,SignalA        ,StrongGroup    ,-              ,62500          
leave     ,8033      ,103911675540        ,-7.28971e+07   ,-249125        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103911675540        ,-8.28971e+07   ,-1.02491e+07   ,SignalA        ,StrongGroup    ,-              ,62500          
leave     ,8033      ,103919040767        ,-7.29284e+07   ,-280375        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103919040767        ,-8.29284e+07   ,-1.02804e+07   ,SignalA        ,StrongGroup    ,-              ,62500          
leave     ,8033      ,103919916803        ,-7.29596e+07   ,-311625        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103919916803        ,-8.29596e+07   ,-1.03116e+07   ,SignalA        ,StrongGroup    ,-              ,62500          
leave     ,8033      ,103924749295        ,-7.29909e+07   ,-342875        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103924749295        ,-8.29909e+07   ,-1.03429e+07   ,SignalA        ,StrongGroup    ,-              ,62500          
leave     ,8033      ,103930571027        ,-7.30534e+07   ,-405375        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103930571027        ,-8.30534e+07   ,-1.04054e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,103939391238        ,-7.30847e+07   ,-436723        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103939391238        ,-8.30847e+07   ,-1.04367e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,103953439130        ,-7.31161e+07   ,-468071        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103953439130        ,-8.31161e+07   ,-1.04681e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,103953985660        ,-7.31474e+07   ,-499419        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103953985660        ,-8.31474e+07   ,-1.04994e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,103959328238        ,-7.31788e+07   ,-530767        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,103959328238        ,-8.31788e+07   ,-1.05308e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,104001297271        ,-7.32101e+07   ,-562115        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,104001297271        ,-8.32101e+07   ,-1.05621e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,104001551745        ,-7.32415e+07   ,-593463        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,104001551745        ,-8.32415e+07   ,-1.05935e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,104004592830        ,-7.32728e+07   ,-624811        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,104004592830        ,-8.32728e+07   ,-1.06248e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,104004984541        ,-7.33355e+07   ,-687507        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,104004984541        ,-8.33355e+07   ,-1.06875e+07   ,SignalA        ,StrongGroup    ,-              ,62893.1        
leave     ,8033      ,104005021368        ,-7.3367e+07    ,-718953        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,104005021368        ,-8.3367e+07    ,-1.0719e+07    ,SignalA        ,StrongGroup    ,-              ,62695.9        
leave     ,8033      ,104005980696        ,-7.33983e+07   ,-750301        ,-              ,-              ,stopLoss       ,0              
enter     ,8033      ,104005980696        ,-8.33983e+07   ,-1.07503e+07   ,SignalA        ,StrongGroup    ,-              ,62695.9        
