Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2383      ,91555374600         ,-3.33642e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,4338.39        
leave     ,2383      ,91657874367         ,-3.3552e+07    ,-65075.9       ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91657874367         ,-4.3552e+07    ,-1.00651e+07   ,SignalA        ,StrongGroup    ,-              ,4347.83        
leave     ,2383      ,91657922048         ,-3.35955e+07   ,-108554        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91657922048         ,-4.35955e+07   ,-1.01086e+07   ,SignalA        ,StrongGroup    ,-              ,4347.83        
leave     ,2383      ,91703768987         ,-3.36389e+07   ,-152032        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91703768987         ,-4.36389e+07   ,-1.0152e+07    ,SignalA        ,StrongGroup    ,-              ,4357.3         
leave     ,2383      ,91709194415         ,-3.36607e+07   ,-173819        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91709194415         ,-4.36607e+07   ,-1.01738e+07   ,SignalA        ,StrongGroup    ,-              ,4357.3         
leave     ,2383      ,91711423487         ,-3.39987e+07   ,-195605        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91711423487         ,-4.39987e+07   ,-1.01956e+07   ,SignalA        ,StrongGroup    ,-              ,4357.3         
leave     ,2383      ,91715718335         ,-3.40732e+07   ,-217392        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91715718335         ,-4.40732e+07   ,-1.02174e+07   ,SignalA        ,StrongGroup    ,-              ,4357.3         
leave     ,2383      ,91722152777         ,-3.4152e+07    ,-260965        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91722152777         ,-4.4152e+07    ,-1.0261e+07    ,SignalA        ,StrongGroup    ,-              ,4357.3         
leave     ,2383      ,91723720503         ,-3.41955e+07   ,-304538        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91723720503         ,-4.41955e+07   ,-1.03045e+07   ,SignalA        ,StrongGroup    ,-              ,4366.81        
leave     ,2383      ,91723741628         ,-3.42392e+07   ,-348206        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91723741628         ,-4.42392e+07   ,-1.03482e+07   ,SignalA        ,StrongGroup    ,-              ,4366.81        
leave     ,2383      ,91731590382         ,-2.43399e+07   ,-413708        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91731590382         ,-3.43399e+07   ,-1.04137e+07   ,SignalA        ,StrongGroup    ,-              ,4376.37        
leave     ,2383      ,91732018024         ,-2.43837e+07   ,-457472        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91732018024         ,-3.43837e+07   ,-1.04575e+07   ,SignalA        ,StrongGroup    ,-              ,4385.96        
leave     ,2383      ,91732041531         ,-2.44056e+07   ,-479402        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91732041531         ,-3.44056e+07   ,-1.04794e+07   ,SignalA        ,StrongGroup    ,-              ,4385.96        
leave     ,2383      ,91732042853         ,-2.44495e+07   ,-523261        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91732042853         ,-3.44495e+07   ,-1.05233e+07   ,SignalA        ,StrongGroup    ,-              ,4385.96        
leave     ,2383      ,91740698768         ,-3.44933e+07   ,-567121        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91759762779         ,-5.46523e+07   ,-1.05671e+07   ,SignalA        ,StrongGroup    ,-              ,4395.6         
leave     ,2383      ,91759797554         ,-4.46743e+07   ,-589099        ,-              ,-              ,stopLoss       ,0              
enter     ,2383      ,91759797554         ,-5.46743e+07   ,-1.05891e+07   ,SignalA        ,StrongGroup    ,-              ,4395.6         
