Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3491      ,92541542029         ,7830000        ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,12771.4        ,低軌衛星(G7/M1/R2)
leave     ,3491      ,93108536840         ,7720000        ,-1.01405e+07   ,-140485        ,-              ,-              ,stopLoss       ,0              
