Metric,Value
Total Trades,4
Total PnL,-597659
Win Rate,0.0%
Win Count,0
Loss Count,4
Avg Win,0
Avg Loss,-149415
Profit Factor,0.00
Max Single Win,-103139
Max Single Loss,-206186
Max Consecutive Wins,0
Max Consecutive Losses,4
Max Drawdown,597659
Avg Holding Duration,0h17m35s
Avg Return%,-1.49%
