Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
2367,SignalA,StrongGroup,10:40:19,13:20:00,timeExit,158451,1.58%,2h39m41s,低軌衛星,17,2,2,2313,28.40,28.11,28.40,27.30,-0.072,0.86,588640880,0,0,1,0,-0.288
3661,SignalA,StrongGroup,09:46:44,13:20:00,timeExit,-171053,-1.71%,3h33m16s,設計IP,2,2,2,3443,3800.00,3756.51,3825.00,3650.00,-0.072,2.09,5352246250,0,1,1,0,-0.288
2303,SignalA,StrongGroup,10:07:15,13:20:00,timeExit,-30612,-0.31%,3h12m45s,晶圓代工,11,2,2,5347,49.00,48.75,49.15,48.50,-0.072,0.79,2574697927,0,0,1,0,-0.288
3376,SignalA,StrongGroup,09:51:40,13:20:00,timeExit,394432,3.94%,3h28m20s,軸承,10,1,1,,215.50,213.60,217.50,207.50,-0.072,2.64,646759825,0,0,1,0,-0.288
1605,SignalA,StrongGroup,11:18:38,13:20:00,timeExit,84270,0.84%,2h01m22s,不鏽鋼,4,1,1,,35.60,35.32,36.45,33.60,-0.072,2.78,2593752452,0,0,1,0,-0.288
2374,SignalA,StrongGroup,10:41:01,13:20:01,timeExit,-49938,-0.50%,2h39m00s,光電,11,2,2,3019,80.10,79.79,80.60,78.00,-0.072,1.36,489006055,0,0,1,0,-0.288
3037,SignalA,StrongGroup,09:46:44,13:20:01,timeExit,-149893,-1.50%,3h33m17s,ABF,14,2,2,8046,233.50,231.69,235.50,230.00,-0.072,1.32,6273105900,0,0,1,0,-0.288
2369,SignalA,StrongGroup,10:14:30,13:20:01,timeExit,189873,1.90%,3h05m31s,IC封測,12,2,2,3711,23.70,23.44,23.85,22.85,-0.072,0.93,277950215,0,0,1,0,-0.288
8033,SignalA,StrongGroup,09:31:10,13:20:04,timeExit,-102041,-1.02%,3h48m54s,軍工,15,2,2,5371,147.00,145.56,147.00,143.00,-0.072,0.43,830270625,0,0,1,0,-0.288
5371,SignalA,StrongGroup,09:40:49,13:20:06,timeExit,-57471,-0.57%,3h39m17s,軍工,14,1,1,,87.00,86.56,87.20,84.90,-0.072,0.85,626591095,0,0,1,0,-0.288
8103,SignalA,StrongGroup,10:08:26,13:20:18,timeExit,54054,0.54%,3h11m52s,連接線材,8,1,1,,92.50,91.87,93.80,88.00,-0.072,1.51,274442695,0,0,1,0,-0.288
6196,SignalA,StrongGroup,09:36:44,13:20:19,timeExit,34014,0.34%,3h43m35s,半導體設備,7,1,1,,294.00,292.06,299.50,279.50,-0.072,3.28,818170700,0,0,1,0,-0.288
6510,SignalA,StrongGroup,11:30:28,13:21:18,timeExit,-42644,-0.43%,1h50m50s,探針卡,14,1,1,,2345.00,2321.90,2385.00,2250.00,-0.072,0.82,1778904000,0,0,1,0,-0.288
