Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
4958,SignalA,StrongGroup,09:32:10,13:20:00,lockedLimitUp,225806,2.26%,3h47m50s,印刷電路板,14,1,1,,155.00,153.16,157.00,144.50,0.931,6.42,1147802250,0,1,1,0,0.644
8390,SignalA,StrongGroup,09:41:47,13:20:00,timeExit,-70565,-0.71%,3h38m13s,回收焚化相關指標,3,1,1,,99.20,98.62,102.50,96.50,0.931,1.79,251215700,0,0,1,1,0.644
2409,SignalA,StrongGroup,12:14:46,13:20:00,timeExit,-97087,-0.97%,1h05m14s,TFT 面板,4,1,1,,15.45,15.28,15.90,14.50,0.931,2.41,2954362295,0,0,1,1,0.644
5483,SignalA,StrongGroup,12:50:18,13:20:00,timeExit,-83333,-0.83%,0h29m42s,太陽能,7,2,2,6443,120.00,118.68,120.50,114.50,0.931,1.33,893060090,0,0,1,2,0.644
3189,SignalA,StrongGroup,09:33:41,13:20:00,timeExit,140845,1.41%,3h46m19s,ABF,7,2,2,3037,177.50,177.06,179.00,168.50,0.931,1.62,3329814075,0,0,1,0,0.644
6163,SignalA,StrongGroup,09:36:20,13:20:00,lockedLimitUp,363349,3.63%,3h43m40s,網路通訊,20,1,1,,63.30,62.66,64.80,59.70,0.931,4.67,484358977,1,0,1,0,0.644
8021,SignalA,StrongGroup,09:31:25,13:20:02,timeExit,-334076,-3.34%,3h48m37s,鑽孔,11,1,1,,224.50,222.51,228.00,215.50,0.931,1.02,6384377350,1,0,1,0,0.644
3167,SignalA,StrongGroup,09:37:31,13:20:04,timeExit,175439,1.75%,3h42m33s,鑽孔,12,2,2,8021,228.00,227.14,232.00,220.50,0.931,1.08,2081407925,0,0,1,0,0.644
6182,SignalA,StrongGroup,09:33:29,13:20:05,timeExit,84388,0.84%,3h46m36s,矽晶圓指標,3,2,2,3532,35.55,35.17,36.00,33.05,0.931,1.81,494398085,0,0,1,1,0.644
4916,SignalA,StrongGroup,10:14:49,13:20:06,timeExit,32468,0.32%,3h05m17s,軍工,16,1,1,,61.60,60.95,62.20,58.20,0.931,1.84,594513520,0,0,1,0,0.644
3037,SignalA,StrongGroup,09:36:38,13:20:08,timeExit,188285,1.88%,3h43m30s,ABF,6,1,1,,239.00,238.47,241.50,225.50,0.931,2.06,5084297450,0,0,1,0,0.644
6488,SignalA,StrongGroup,10:34:13,13:20:23,lockedLimitUp,305677,3.06%,2h46m10s,矽晶圓指標,5,2,2,6182,458.00,456.46,466.50,429.50,0.931,1.91,2046223875,0,0,1,0,0.644
3025,SignalA,StrongGroup,11:21:44,13:20:23,timeExit,26596,0.27%,1h58m39s,CPO,18,2,2,3081,75.20,75.04,77.20,70.90,0.931,1.83,200495275,0,0,1,1,0.644
4909,SignalA,StrongGroup,10:32:11,13:21:07,lockedLimitUp,298013,2.98%,2h48m56s,印刷電路板,16,2,2,4958,60.40,59.70,61.60,56.60,0.931,1.02,398601750,0,0,1,0,0.644
6903,SignalA,StrongGroup,09:30:32,13:24:10,lockedLimitUp,182186,1.82%,3h53m38s,廠務,16,1,1,,247.00,245.31,249.00,229.00,0.931,1.28,554095075,0,0,1,0,0.644
3693,SignalA,StrongGroup,09:33:18,922337203:68:54,lockedLimitUp,134048,1.34%,112272h25m28s,機殼,14,1,1,,373.00,369.88,378.00,344.00,0.931,6.84,229903500,0,0,1,0,0.644
