Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
6770,SignalA,StrongGroup,11:26:26,13:20:00,timeExit,-56657,-0.57%,1h53m34s,記憶體,5,2,2,2337,35.30,35.06,35.80,33.80,0.316,1.78,4802779107,0,0,1,0,0.395
2486,SignalA,StrongGroup,10:33:26,13:20:00,timeExit,-225641,-2.26%,2h46m34s,散熱,7,1,1,,97.50,96.60,99.00,94.10,0.316,1.10,1076804025,0,0,1,0,0.395
6139,SignalA,StrongGroup,10:11:27,13:20:00,timeExit,-123675,-1.24%,3h08m33s,廠務,1,1,1,,566.00,561.01,572.00,528.00,0.316,3.17,1626231800,0,0,1,0,0.395
2404,SignalA,StrongGroup,09:44:47,13:20:01,timeExit,-42061,-0.42%,3h35m14s,廠務,1,2,2,6139,951.00,940.85,957.00,897.00,0.316,5.19,1550959550,0,0,1,1,0.395
5289,SignalA,StrongGroup,09:37:46,13:20:01,timeExit,111336,1.11%,3h42m15s,記憶體,5,2,2,2344,494.00,489.48,497.00,473.00,0.316,2.37,1385440000,0,0,1,0,0.395
2344,SignalA,StrongGroup,09:44:34,13:20:01,timeExit,469274,4.69%,3h35m27s,記憶體,6,1,1,,71.60,70.89,72.00,68.40,0.316,1.84,11432756260,0,0,1,0,0.395
8039,SignalA,StrongGroup,09:34:09,13:20:02,timeExit,410410,4.10%,3h45m53s,CCL,9,1,1,,99.90,99.13,101.50,96.70,0.316,1.52,2380794640,0,0,1,0,0.395
3105,SignalA,StrongGroup,09:48:40,13:20:02,timeExit,27624,0.28%,3h31m22s,砷化鎵,4,1,1,,181.00,179.32,183.50,173.50,0.316,2.00,2561783325,0,0,1,0,0.395
8086,SignalA,StrongGroup,09:51:04,13:20:06,timeExit,-375587,-3.76%,3h29m02s,砷化鎵,4,2,2,3105,106.50,105.34,106.50,104.00,0.316,0.45,228817230,0,0,1,0,0.395
3013,SignalA,StrongGroup,09:33:35,13:20:13,timeExit,-177936,-1.78%,3h46m38s,散熱,8,2,2,3324,140.50,139.05,141.50,135.50,0.316,3.02,457656825,0,0,1,0,0.395
6223,SignalA,StrongGroup,09:33:23,13:20:18,timeExit,-41929,-0.42%,3h46m55s,探針卡,2,2,2,6515,2385.00,2360.29,2390.00,2315.00,0.316,1.55,1950745250,0,0,1,1,0.395
