Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
3060,SignalA,StrongGroup,09:42:59,13:20:00,timeExit,-453368,-4.53%,3h37m01s,記憶體,8,1,1,,38.60,38.27,39.90,36.35,-0.286,3.19,628033900,1,0,1,0,-0.501
1802,SignalA,StrongGroup,09:47:21,13:20:00,timeExit,-485175,-4.85%,3h32m39s,玻纖布,3,2,2,1303,37.10,36.86,37.80,35.35,-0.286,2.47,3154429625,0,0,1,0,-0.501
1303,SignalA,StrongGroup,09:35:03,13:20:00,timeExit,-161290,-1.61%,3h44m57s,玻纖布,1,1,1,,68.20,67.95,69.50,64.70,-0.286,5.50,4342233700,1,0,1,0,-0.501
6223,SignalA,StrongGroup,09:31:47,13:20:01,timeExit,-447427,-4.47%,3h48m14s,探針卡,8,1,1,,2235.00,2211.88,2240.00,2155.00,-0.286,1.93,2579483000,0,0,1,0,-0.501
8021,SignalA,StrongGroup,09:57:05,13:20:01,timeExit,-484262,-4.84%,3h22m56s,鑽孔,1,2,2,8074,206.50,204.02,209.50,193.00,-0.286,0.87,6368212475,0,0,1,1,-0.501
8086,SignalA,StrongGroup,10:32:39,13:20:02,timeExit,-90498,-0.90%,2h47m23s,砷化鎵,5,2,2,3105,110.50,109.58,112.00,109.00,-0.286,0.87,313750205,0,0,1,0,-0.501
2451,SignalA,StrongGroup,10:08:35,13:20:05,timeExit,216535,2.17%,3h11m30s,記憶體,10,1,1,,254.00,250.87,261.00,238.00,-0.286,3.98,2047045525,1,0,1,0,-0.501
5340,SignalA,StrongGroup,09:31:14,13:20:05,timeExit,-460251,-4.60%,3h48m51s,玻纖布,3,2,2,1303,71.70,70.83,72.40,68.00,-0.286,2.41,527709510,0,0,1,0,-0.501
2404,SignalA,StrongGroup,11:02:11,13:20:07,timeExit,-145631,-1.46%,2h17m56s,廠務,6,2,2,6691,1030.00,1026.37,1060.00,1000.00,-0.286,1.15,4414013050,0,0,1,0,-0.501
4989,SignalA,StrongGroup,09:49:48,13:20:13,timeExit,-311891,-3.12%,3h30m25s,CCL,12,2,2,6274,51.30,50.80,51.80,49.85,-0.286,0.68,1051881160,0,0,1,0,-0.501
