Metric,Value
Total Trades,8
Total PnL,411665
Win Rate,75.0%
Win Count,6
Loss Count,2
Avg Win,121521
Avg Loss,-158730
Profit Factor,2.30
Max Single Win,175182
Max Single Loss,-158730
Max Consecutive Wins,6
Max Consecutive Losses,2
Max Drawdown,317460
Avg Holding Duration,0h43m58s
Avg Return%,0.51%
