Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2344      ,95657733335         ,-7.4746e+07    ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95658337339         ,-6.47897e+07   ,-43668.1       ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95700756741         ,-7.47897e+07   ,-1.00437e+07   ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95701104187         ,-6.48334e+07   ,-87336.2       ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95705347613         ,-7.48334e+07   ,-1.00873e+07   ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95706543004         ,-6.4877e+07    ,-131004        ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95706979601         ,-7.4877e+07    ,-1.0131e+07    ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95707327672         ,-6.49207e+07   ,-174672        ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95712659774         ,-7.49207e+07   ,-1.01747e+07   ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95712855746         ,-6.49644e+07   ,-218341        ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95712855746         ,-7.49644e+07   ,-1.02183e+07   ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95713434501         ,-6.5008e+07    ,-262009        ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95715882449         ,-7.5008e+07    ,-1.0262e+07    ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95716559730         ,-6.50517e+07   ,-305677        ,-              ,-              ,stopLoss       ,0              
enter     ,2344      ,95728457884         ,-7.50517e+07   ,-1.03057e+07   ,SignalA        ,StrongGroup    ,-              ,87336.2        
leave     ,2344      ,95728863392         ,-6.50954e+07   ,-349345        ,-              ,-              ,stopLoss       ,0              
