Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2885      ,91000247895         ,-2e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91002264536         ,-2.00479e+07   ,-10787.5       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91002264536         ,-3.00479e+07   ,-1.00108e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91006886734         ,-2.81415e+07   ,-21575         ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91006886734         ,-3.81415e+07   ,-1.00216e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91011579231         ,-2.81523e+07   ,-32362.5       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91011579231         ,-3.81523e+07   ,-1.00324e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91013609612         ,-1.82705e+07   ,-43149.9       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91013609612         ,-2.82705e+07   ,-1.00431e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91016638693         ,-1.8562e+07    ,-53937.4       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91016638693         ,-2.8562e+07    ,-1.00539e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91021653502         ,-1.8629e+07    ,-64724.9       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91021653502         ,-2.8629e+07    ,-1.00647e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91021815777         ,-1.86398e+07   ,-75512.4       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91021815777         ,-2.86398e+07   ,-1.00755e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91028774439         ,-1.87067e+07   ,-86299.9       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91028774439         ,-2.87067e+07   ,-1.00863e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91029968935         ,-1.87737e+07   ,-97087.4       ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91029968935         ,-2.87737e+07   ,-1.00971e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91033131784         ,-1.88407e+07   ,-107875        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91033131784         ,-2.88407e+07   ,-1.01079e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91033631675         ,-1.88514e+07   ,-118662        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91033631675         ,-2.88514e+07   ,-1.01187e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91035065034         ,-1.88622e+07   ,-129450        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91035065034         ,-2.88622e+07   ,-1.01294e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91037489917         ,-1.89292e+07   ,-140237        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91037489917         ,-2.89292e+07   ,-1.01402e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91037737994         ,-1.894e+07     ,-151025        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91037737994         ,-2.894e+07     ,-1.0151e+07    ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91040185174         ,-1.91196e+07   ,-161812        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91040185174         ,-2.91196e+07   ,-1.01618e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91041735568         ,-1.92431e+07   ,-172600        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91041735568         ,-2.92431e+07   ,-1.01726e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91042327598         ,-1.92539e+07   ,-183387        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91042327598         ,-2.92539e+07   ,-1.01834e+07   ,SignalA        ,StrongGroup    ,-              ,215750         
leave     ,2885      ,91042359275         ,-1.92647e+07   ,-194175        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91042359275         ,-2.92647e+07   ,-1.01942e+07   ,SignalA        ,StrongGroup    ,-              ,215517         
leave     ,2885      ,91042463410         ,-1.92754e+07   ,-204951        ,-              ,-              ,stopLoss       ,0              
enter     ,2885      ,91042463410         ,-2.92754e+07   ,-1.0205e+07    ,SignalA        ,StrongGroup    ,-              ,215517         
