Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3167      ,91558329797         ,-4.33642e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,35087.7        
leave     ,3167      ,91603059718         ,-3.33992e+07   ,-35087.7       ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91603059718         ,-4.33992e+07   ,-1.00351e+07   ,SignalA        ,StrongGroup    ,-              ,35087.7        
leave     ,3167      ,91609318836         ,-3.34343e+07   ,-70175.4       ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91609318836         ,-4.34343e+07   ,-1.00702e+07   ,SignalA        ,StrongGroup    ,-              ,35087.7        
leave     ,3167      ,91655269154         ,-3.34519e+07   ,-87719.3       ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91655269154         ,-4.34519e+07   ,-1.00877e+07   ,SignalA        ,StrongGroup    ,-              ,35026.3        
leave     ,3167      ,91657342328         ,-3.34869e+07   ,-122746        ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91657342328         ,-4.34869e+07   ,-1.01227e+07   ,SignalA        ,StrongGroup    ,-              ,35026.3        
leave     ,3167      ,91709228698         ,-3.36957e+07   ,-157772        ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91709228698         ,-4.36957e+07   ,-1.01578e+07   ,SignalA        ,StrongGroup    ,-              ,35087.7        
leave     ,3167      ,91709229290         ,-3.37308e+07   ,-192860        ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91709229290         ,-4.37308e+07   ,-1.01929e+07   ,SignalA        ,StrongGroup    ,-              ,35087.7        
leave     ,3167      ,91709254691         ,-3.37659e+07   ,-227947        ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91709254691         ,-4.37659e+07   ,-1.02279e+07   ,SignalA        ,StrongGroup    ,-              ,35149.4        
leave     ,3167      ,91709254846         ,-3.37835e+07   ,-245522        ,-              ,-              ,stopLoss       ,0              
enter     ,3167      ,91709254846         ,-4.37835e+07   ,-1.02455e+07   ,SignalA        ,StrongGroup    ,-              ,35149.4        
