Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,8299      ,95654531420         ,-6.4746e+07    ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,5025.13        
leave     ,8299      ,100143159141        ,-6.70985e+07   ,-50251.3       ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100143159141        ,-7.70985e+07   ,-1.00503e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100143190988        ,-6.71489e+07   ,-100629        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100143190988        ,-7.71489e+07   ,-1.01006e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100228336123        ,-6.71993e+07   ,-151007        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100228336123        ,-7.71993e+07   ,-1.0151e+07    ,SignalA        ,StrongGroup    ,-              ,5050.51        
leave     ,8299      ,100232611537        ,-7.72684e+07   ,-176259        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100232611537        ,-8.72684e+07   ,-1.01763e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100301004877        ,-7.84339e+07   ,-201448        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100301004877        ,-8.84339e+07   ,-1.02014e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100301174779        ,-7.84591e+07   ,-226637        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100301174779        ,-8.84591e+07   ,-1.02266e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100303749312        ,-7.85282e+07   ,-251826        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100303749312        ,-8.85282e+07   ,-1.02518e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100303775561        ,-7.85786e+07   ,-302204        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100303775561        ,-8.85786e+07   ,-1.03022e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,100309602890        ,-7.89798e+07   ,-352582        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100309602890        ,-8.89798e+07   ,-1.03526e+07   ,SignalA        ,StrongGroup    ,-              ,5050.51        
leave     ,8299      ,100310080106        ,-7.90051e+07   ,-377834        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100310080106        ,-8.90051e+07   ,-1.03778e+07   ,SignalA        ,StrongGroup    ,-              ,5050.51        
leave     ,8299      ,100317233167        ,-7.92496e+07   ,-403087        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100317233167        ,-8.92496e+07   ,-1.04031e+07   ,SignalA        ,StrongGroup    ,-              ,5050.51        
leave     ,8299      ,100322535858        ,-7.96258e+07   ,-428339        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,100322535858        ,-8.96258e+07   ,-1.04283e+07   ,SignalA        ,StrongGroup    ,-              ,5037.78        
leave     ,8299      ,110126126477        ,-4.41367e+07   ,-453528        ,-              ,-              ,stopLoss       ,0              
