Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3363      ,91403767868         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,20470.8        
enter     ,8021      ,91802152057         ,-2e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,45871.6        
leave     ,8021      ,91831401431         ,-1.79862e+07   ,-7.98624e+06   ,-              ,-              ,takeProfit     ,36697.2        
leave     ,8021      ,91831401431         ,-1.59679e+07   ,-5.96789e+06   ,-              ,-              ,takeProfit     ,27522.9        
enter     ,1727      ,92041897579         ,-2.59679e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,220507         
leave     ,3363      ,92130488314         ,-2.39229e+07   ,-7.95496e+06   ,-              ,-              ,takeProfit     ,16376.7        
leave     ,3363      ,92132230885         ,-2.18758e+07   ,-5.90788e+06   ,-              ,-              ,takeProfit     ,12282.5        
leave     ,3363      ,92132265216         ,-1.98246e+07   ,-3.8567e+06    ,-              ,-              ,takeProfit     ,8188.33        
leave     ,8021      ,92135134993         ,-1.78017e+07   ,-3.94495e+06   ,-              ,-              ,takeProfit     ,18348.6        
enter     ,3167      ,92255220238         ,-2.78017e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,34782.6        
leave     ,1727      ,92448053565         ,-2.57796e+07   ,-7.97795e+06   ,-              ,-              ,takeProfit     ,176406         
enter     ,1303      ,92506100332         ,-3.57796e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,121951         
enter     ,2308      ,92558510423         ,-4.57796e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,7352.94        
leave     ,2308      ,92559416736         ,-4.37723e+07   ,-7.99265e+06   ,-              ,-              ,takeProfit     ,5882.35        
leave     ,3167      ,92601664167         ,-3.3894e+07    ,-121739        ,-              ,-              ,stopLoss       ,0              
leave     ,1303      ,92646776167         ,-3.18745e+07   ,-7.98049e+06   ,-              ,-              ,takeProfit     ,97561          
leave     ,1303      ,92655033640         ,-2.98525e+07   ,-5.95854e+06   ,-              ,-              ,takeProfit     ,73170.7        
leave     ,1303      ,92701863114         ,-2.78281e+07   ,-3.93415e+06   ,-              ,-              ,takeProfit     ,48780.5        
enter     ,6176      ,93004921218         ,-3.78281e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,74074.1        
leave     ,1727      ,93020270039         ,-3.58039e+07   ,-5.95369e+06   ,-              ,-              ,takeProfit     ,132304         
leave     ,1727      ,93020467565         ,-3.37774e+07   ,-3.92723e+06   ,-              ,-              ,takeProfit     ,88202.9        
leave     ,2308      ,93204233676         ,-3.17627e+07   ,-5.97794e+06   ,-              ,-              ,takeProfit     ,4411.76        
enter     ,3167      ,93318745174         ,-4.17627e+07   ,-1.01217e+07   ,SignalA        ,StrongGroup    ,-              ,34843.2        
leave     ,1727      ,93325324033         ,-3.97341e+07   ,-1.89857e+06   ,-              ,-              ,takeProfit     ,44101.4        
leave     ,1727      ,93328450475         ,-3.77032e+07   ,132304         ,-              ,-              ,takeProfit     ,0              
leave     ,8021      ,93352613969         ,-3.56757e+07   ,-1.91743e+06   ,-              ,-              ,takeProfit     ,9174.31        
leave     ,2308      ,93441650722         ,-3.36536e+07   ,-3.95588e+06   ,-              ,-              ,takeProfit     ,2941.18        
leave     ,3167      ,93506248571         ,-3.16222e+07   ,-8.09038e+06   ,-              ,-              ,takeProfit     ,27874.6        
leave     ,2308      ,93511947780         ,-2.95928e+07   ,-1.92647e+06   ,-              ,-              ,takeProfit     ,1470.59        
leave     ,3167      ,93604709434         ,-2.15789e+07   ,-76443         ,-              ,-              ,bailout        ,0              
leave     ,8021      ,93706918910         ,-1.95468e+07   ,114679         ,-              ,-              ,takeProfit     ,0              
leave     ,1303      ,93854601095         ,-1.55663e+07   ,46341.5        ,-              ,-              ,bailout        ,0              
enter     ,2485      ,94203204739         ,-2.55663e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,259067         
enter     ,2313      ,94512937749         ,-3.55663e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,49751.2        
leave     ,2485      ,95508131685         ,-2.5657e+07    ,-90673.6       ,-              ,-              ,stopLoss       ,0              
enter     ,2455      ,95927222112         ,-3.5657e+07    ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,53050.4        
leave     ,2308      ,100258099206        ,-3.3679e+07    ,51470.6        ,-              ,-              ,bailout        ,0              
enter     ,3481      ,100524495719        ,-4.3679e+07    ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,424628         
enter     ,2308      ,101647166512        ,-5.3679e+07    ,-9.94853e+06   ,SignalA        ,StrongGroup    ,-              ,7407.41        
leave     ,2455      ,101655201717        ,-4.37851e+07   ,-106101        ,-              ,-              ,stopLoss       ,0              
enter     ,2485      ,102727074466        ,-5.37851e+07   ,-1.00907e+07   ,SignalA        ,StrongGroup    ,-              ,259067         
leave     ,2313      ,103205111002        ,-5.17652e+07   ,-7.9801e+06    ,-              ,-              ,takeProfit     ,39801          
leave     ,2313      ,103324402926        ,-4.97404e+07   ,-5.95522e+06   ,-              ,-              ,takeProfit     ,29850.7        
leave     ,2313      ,103333583731        ,-4.77105e+07   ,-3.92537e+06   ,-              ,-              ,takeProfit     ,19900.5        
leave     ,2313      ,103354344733        ,-4.56757e+07   ,-1.89055e+06   ,-              ,-              ,takeProfit     ,9950.25        
leave     ,2485      ,103441001162        ,-4.36498e+07   ,-8.06477e+06   ,-              ,-              ,takeProfit     ,207254         
leave     ,2485      ,103643559476        ,-4.16213e+07   ,-6.03627e+06   ,-              ,-              ,takeProfit     ,155440         
leave     ,2485      ,103701528214        ,-3.95902e+07   ,-4.00518e+06   ,-              ,-              ,takeProfit     ,103627         
leave     ,2485      ,103713806500        ,-3.75565e+07   ,-1.9715e+06    ,-              ,-              ,takeProfit     ,51813.5        
leave     ,2485      ,103717880795        ,-3.55202e+07   ,64766.8        ,-              ,-              ,takeProfit     ,0              
leave     ,2313      ,104023132161        ,-3.34804e+07   ,149254         ,-              ,-              ,takeProfit     ,0              
leave     ,3481      ,104601501980        ,-3.14592e+07   ,-7.97877e+06   ,-              ,-              ,takeProfit     ,339703         
leave     ,3481      ,104657952900        ,-2.94337e+07   ,-5.95329e+06   ,-              ,-              ,takeProfit     ,254777         
leave     ,3481      ,104941455885        ,-2.7404e+07    ,-3.92357e+06   ,-              ,-              ,takeProfit     ,169851         
leave     ,3481      ,105014485755        ,-2.537e+07     ,-1.8896e+06    ,-              ,-              ,takeProfit     ,84925.7        
leave     ,3481      ,105038781487        ,-2.33318e+07   ,148620         ,-              ,-              ,takeProfit     ,0              
leave     ,2308      ,111132726099        ,-1.34429e+07   ,-59640.5       ,-              ,-              ,stopLoss       ,0              
leave     ,6176      ,120840963361        ,-3.55403e+06   ,-111111        ,-              ,-              ,stopLoss       ,0              
leave     ,3363      ,133000000000        ,548320         ,245650         ,-              ,-              ,timeExit       ,0              
