Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,6531      ,92310896233         ,4600000        ,-2e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,21739.1        ,設計IP(G3/M2/R3)
leave     ,6531      ,93113409863         ,4535000        ,-283653        ,-141304        ,-              ,-              ,stopLoss       ,0              
