Metric,Value
Total Trades,6
Total PnL,-711427
Win Rate,0.0%
Win Count,0
Loss Count,6
Avg Win,0
Avg Loss,-118571
Profit Factor,0.00
Max Single Win,0
Max Single Loss,-143541
Max Consecutive Wins,0
Max Consecutive Losses,6
Max Drawdown,711427
Avg Holding Duration,0h53m58s
Avg Return%,-1.19%
