Metric,Value
Total Trades,3
Total PnL,17302
Win Rate,33.3%
Win Count,1
Loss Count,2
Avg Win,370696
Avg Loss,-176697
Profit Factor,1.05
Max Single Win,370696
Max Single Loss,-208729
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,353394
Avg Holding Duration,1h30m05s
Avg Return%,0.06%
