Metric,Value
Total Trades,4
Total PnL,391129
Win Rate,75.0%
Win Count,3
Loss Count,1
Avg Win,189200
Avg Loss,-176471
Profit Factor,3.22
Max Single Win,305915
Max Single Loss,-176471
Max Consecutive Wins,3
Max Consecutive Losses,1
Max Drawdown,176471
Avg Holding Duration,2h34m18s
Avg Return%,0.98%
