Metric,Value
Total Trades,1
Total PnL,-253
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-253
Profit Factor,0.00
Max Single Win,-253
Max Single Loss,-253
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,253
Avg Holding Duration,0h19m53s
Avg Return%,-0.00%
