Metric,Value
Total Trades,1
Total PnL,-163934
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-163934
Profit Factor,0.00
Max Single Win,-163934
Max Single Loss,-163934
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,163934
Avg Holding Duration,0h13m14s
Avg Return%,-1.64%
