Metric,Value
Total Trades,3
Total PnL,549361
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,342021
Avg Loss,-134680
Profit Factor,5.08
Max Single Win,380274
Max Single Loss,-134680
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,134680
Avg Holding Duration,2h47m05s
Avg Return%,1.83%
