Metric,Value
Total Trades,2
Total PnL,278439
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,427692
Avg Loss,-149254
Profit Factor,2.87
Max Single Win,427692
Max Single Loss,-149254
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,149254
Avg Holding Duration,2h10m10s
Avg Return%,1.39%
