Metric,Value
Total Trades,3
Total PnL,241422
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,178701
Avg Loss,-115979
Profit Factor,3.08
Max Single Win,329709
Max Single Loss,-115979
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,115979
Avg Holding Duration,2h18m26s
Avg Return%,0.80%
