Metric,Value
Total Trades,1
Total PnL,-124533
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-124533
Profit Factor,0.00
Max Single Win,-124533
Max Single Loss,-124533
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,124533
Avg Holding Duration,0h01m13s
Avg Return%,-1.25%
