Metric,Value
Total Trades,2
Total PnL,-334422
Win Rate,0.0%
Win Count,0
Loss Count,2
Avg Win,0
Avg Loss,-167211
Profit Factor,0.00
Max Single Win,-165289
Max Single Loss,-169133
Max Consecutive Wins,0
Max Consecutive Losses,2
Max Drawdown,334422
Avg Holding Duration,0h16m06s
Avg Return%,-1.67%
