Metric,Value
Total Trades,3
Total PnL,-22025
Win Rate,33.3%
Win Count,1
Loss Count,2
Avg Win,272953
Avg Loss,-147489
Profit Factor,0.93
Max Single Win,272953
Max Single Loss,-179704
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,294978
Avg Holding Duration,1h21m26s
Avg Return%,-0.07%
