Metric,Value
Total Trades,3
Total PnL,-45753
Win Rate,33.3%
Win Count,1
Loss Count,2
Avg Win,310644
Avg Loss,-178198
Profit Factor,0.87
Max Single Win,310644
Max Single Loss,-183486
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,356397
Avg Holding Duration,1h24m58s
Avg Return%,-0.15%
