Metric,Value
Total Trades,2
Total PnL,253295
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,373776
Avg Loss,-120482
Profit Factor,3.10
Max Single Win,373776
Max Single Loss,-120482
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,120482
Avg Holding Duration,2h03m25s
Avg Return%,1.27%
