Metric,Value
Total Trades,3
Total PnL,-454606
Win Rate,0.0%
Win Count,0
Loss Count,3
Avg Win,0
Avg Loss,-151535
Profit Factor,0.00
Max Single Win,-139470
Max Single Loss,-161290
Max Consecutive Wins,0
Max Consecutive Losses,3
Max Drawdown,454606
Avg Holding Duration,0h08m46s
Avg Return%,-1.52%
