Metric,Value
Total Trades,2
Total PnL,355898
Win Rate,100.0%
Win Count,2
Loss Count,0
Avg Win,177949
Avg Loss,0
Profit Factor,0.00
Max Single Win,331268
Max Single Loss,24631
Max Consecutive Wins,2
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h02m26s
Avg Return%,1.78%
