Metric,Value
Total Trades,1
Total PnL,-149413
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-149413
Profit Factor,0.00
Max Single Win,-149413
Max Single Loss,-149413
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,149413
Avg Holding Duration,1h35m12s
Avg Return%,-1.49%
