Metric,Value
Total Trades,1
Total PnL,-139319
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-139319
Profit Factor,0.00
Max Single Win,-139319
Max Single Loss,-139319
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,139319
Avg Holding Duration,0h11m37s
Avg Return%,-1.39%
