Metric,Value
Total Trades,1
Total PnL,-167015
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-167015
Profit Factor,0.00
Max Single Win,-167015
Max Single Loss,-167015
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,167015
Avg Holding Duration,0h23m10s
Avg Return%,-1.67%
