Metric,Value
Total Trades,1
Total PnL,33769
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,33769
Avg Loss,0
Profit Factor,0.00
Max Single Win,33769
Max Single Loss,33769
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,2h36m01s
Avg Return%,0.34%
