Metric,Value
Total Trades,1
Total PnL,293610
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,293610
Avg Loss,0
Profit Factor,0.00
Max Single Win,293610
Max Single Loss,293610
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h11m09s
Avg Return%,2.94%
