Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2485      ,94203204739         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,259067         
leave     ,2485      ,95508131685         ,-90673.6       ,-90673.6       ,-              ,-              ,stopLoss       ,0              
enter     ,2313      ,100438031574        ,-1.00907e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,49751.2        
enter     ,8299      ,100439112216        ,-2.00907e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,4987.53        
enter     ,2455      ,100525118724        ,-3.00907e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,52910.1        
enter     ,2344      ,101009656161        ,-4.00907e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,86206.9        
leave     ,2344      ,101009689536        ,-3.60993e+07   ,-6.00862e+06   ,-              ,-              ,takeProfit     ,51724.1        
leave     ,2344      ,101251504877        ,-3.0151e+07    ,-60344.8       ,-              ,-              ,bailout        ,0              
leave     ,2455      ,101655201717        ,-2.02833e+07   ,-132275        ,-              ,-              ,stopLoss       ,0              
enter     ,2485      ,102727074466        ,-3.02833e+07   ,-1.00907e+07   ,SignalA        ,StrongGroup    ,-              ,259067         
leave     ,2313      ,103205111002        ,-2.82634e+07   ,-7.9801e+06    ,-              ,-              ,takeProfit     ,39801          
enter     ,2308      ,103256344473        ,-3.82634e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,7407.41        
leave     ,2313      ,103324402926        ,-3.62385e+07   ,-5.95522e+06   ,-              ,-              ,takeProfit     ,29850.7        
leave     ,2313      ,103333583731        ,-3.42087e+07   ,-3.92537e+06   ,-              ,-              ,takeProfit     ,19900.5        
leave     ,2313      ,103354344733        ,-3.21738e+07   ,-1.89055e+06   ,-              ,-              ,takeProfit     ,9950.25        
leave     ,2485      ,103441001162        ,-3.01479e+07   ,-8.06477e+06   ,-              ,-              ,takeProfit     ,207254         
leave     ,2485      ,103643559476        ,-2.81194e+07   ,-6.03627e+06   ,-              ,-              ,takeProfit     ,155440         
leave     ,2485      ,103701528214        ,-2.60883e+07   ,-4.00518e+06   ,-              ,-              ,takeProfit     ,103627         
leave     ,2485      ,103713806500        ,-2.40547e+07   ,-1.9715e+06    ,-              ,-              ,takeProfit     ,51813.5        
leave     ,2485      ,103717880795        ,-2.20184e+07   ,64766.8        ,-              ,-              ,takeProfit     ,0              
leave     ,2313      ,104023132161        ,-1.99786e+07   ,149254         ,-              ,-              ,takeProfit     ,0              
leave     ,8299      ,110126126477        ,-1.01033e+07   ,-124688        ,-              ,-              ,stopLoss       ,0              
leave     ,2308      ,111132726099        ,-214399        ,-111111        ,-              ,-              ,stopLoss       ,0              
