Metric,Value
Total Trades,1
Total PnL,-139276
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-139276
Profit Factor,0.00
Max Single Win,-139276
Max Single Loss,-139276
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,139276
Avg Holding Duration,0h05m22s
Avg Return%,-1.39%
