Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
leave     ,4526      ,103820191745        ,335500         ,-1.13867e+07   ,-1.90937e+06   ,-              ,-              ,takeProfit     ,60423          
leave     ,4526      ,103820257025        ,336000         ,-9.35652e+06   ,120846         ,-              ,-              ,takeProfit     ,0              
leave     ,6584      ,104555066732        ,3385000        ,-7.31121e+06   ,-7.95468e+06   ,-              ,-              ,takeProfit     ,24169.2        
leave     ,6584      ,105215458251        ,3390000        ,-5.26287e+06   ,-5.90634e+06   ,-              ,-              ,takeProfit     ,18126.9        
leave     ,6584      ,105215483538        ,3395000        ,-3.21151e+06   ,-3.85498e+06   ,-              ,-              ,takeProfit     ,12084.6        
enter     ,6282      ,110348968071        ,498500         ,-1.32115e+07   ,-9.8727e+06    ,SignalA        ,StrongGroup    ,-              ,200401         ,電供(G5/M1/R2)
leave     ,6282      ,110647352537        ,502000         ,-1.11995e+07   ,-7.86067e+06   ,-              ,-              ,takeProfit     ,160321         
leave     ,6282      ,110729969965        ,503000         ,-9.18345e+06   ,-5.84464e+06   ,-              ,-              ,takeProfit     ,120240         
leave     ,6282      ,110811694262        ,504000         ,-7.16341e+06   ,-3.8246e+06    ,-              ,-              ,takeProfit     ,80160.3        
leave     ,6282      ,112143432679        ,505000         ,-5.13936e+06   ,-1.80055e+06   ,-              ,-              ,takeProfit     ,40080.2        
leave     ,6282      ,112144433902        ,506000         ,-3.11131e+06   ,227503         ,-              ,-              ,takeProfit     ,0              
leave     ,6584      ,132432787232        ,3395000        ,991411         ,247734         ,-              ,-              ,timeExit       ,0              
