Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3189      ,92517898122         ,1535000        ,-3e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,65146.6        ,ABF(G2/M1/R1)
leave     ,3189      ,93119009981         ,1510000        ,-400189        ,-162866        ,-              ,-              ,stopLoss       ,0              
