Metric,Value
Total Trades,4
Total PnL,-400189
Win Rate,25.0%
Win Count,1
Loss Count,3
Avg Win,60168
Avg Loss,-153453
Profit Factor,0.13
Max Single Win,60168
Max Single Loss,-164319
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,400189
Avg Holding Duration,0h04m28s
Avg Return%,-1.00%
