Metric,Value
Total Trades,5
Total PnL,-145441
Win Rate,40.0%
Win Count,2
Loss Count,3
Avg Win,114746
Avg Loss,-124978
Profit Factor,0.61
Max Single Win,142687
Max Single Loss,-137421
Max Consecutive Wins,2
Max Consecutive Losses,2
Max Drawdown,266107
Avg Holding Duration,0h33m02s
Avg Return%,-0.29%
