Category,Value,Count,WinRate,TotalPnL,AvgPnL
SignalType,SignalA,1,0.0%,-139276,-139276
EnterCause,StrongGroup,1,0.0%,-139276,-139276
LeaveCause,stopLoss,1,0.0%,-139276,-139276
