Metric,Value
Total Trades,6
Total PnL,-889646
Win Rate,0.0%
Win Count,0
Loss Count,6
Avg Win,0
Avg Loss,-148274
Profit Factor,0.00
Max Single Win,-103139
Max Single Loss,-206186
Max Consecutive Wins,0
Max Consecutive Losses,6
Max Drawdown,889646
Avg Holding Duration,0h22m04s
Avg Return%,-1.48%
