Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,5274      ,95127334839         ,77250000       ,-2.03907e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,1288.66        ,IC設計(G4/M2/R5)
leave     ,5274      ,104749754245        ,76250000       ,-744718        ,-206186        ,-              ,-              ,stopLoss       ,0              
