Metric,Value
Total Trades,4
Total PnL,104810
Win Rate,75.0%
Win Count,3
Loss Count,1
Avg Win,82032
Avg Loss,-141287
Profit Factor,1.74
Max Single Win,98039
Max Single Loss,-141287
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,141287
Avg Holding Duration,0h26m50s
Avg Return%,0.26%
