Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
2455,SignalA,StrongGroup,09:04:05,09:05:46,stopLoss,-160000,-1.60%,0h01m41s,砷化鎵,4,1,1,,187.50,186.02,187.50,180.00,1.619,1.82,3173020125,0,0,0,1,0.712
1802,SignalA,StrongGroup,09:05:07,09:09:33,stopLoss,-159681,-1.60%,0h04m26s,玻纖布,5,1,1,,50.10,49.56,50.40,47.05,1.619,1.61,5547273225,1,0,0,0,0.712
4722,SignalA,StrongGroup,09:09:32,09:10:15,stopLoss,-138889,-1.39%,0h00m43s,電子化工材料,19,1,1,,180.00,178.74,184.00,170.00,1.619,11.91,245542475,0,0,0,0,0.712
2383,SignalA,StrongGroup,09:10:19,09:11:56,stopLoss,-171306,-1.71%,0h01m37s,CCL,8,1,2,,2335.00,2310.16,2370.00,2195.00,1.619,1.41,7692923250,0,0,0,1,0.907
8033,SignalA,StrongGroup,09:05:33,13:20:00,timeExit,151899,1.52%,4h14m27s,軍工,6,1,1,,158.00,156.32,158.00,148.00,1.619,6.98,556413050,0,0,0,0,0.712
2313,SignalA,StrongGroup,09:06:26,13:20:01,lockedLimitUp,301508,3.02%,4h13m35s,印刷電路板,10,1,1,,199.00,197.36,200.00,186.50,1.619,1.08,15835278400,0,0,0,1,0.712
6290,SignalA,StrongGroup,09:06:08,13:20:03,timeExit,-125628,-1.26%,4h13m55s,連接線材,12,1,1,,199.00,196.93,202.00,185.50,1.619,6.14,784878525,0,0,0,0,0.648
3363,SignalA,StrongGroup,09:14:14,13:20:04,lockedLimitUp,203666,2.04%,4h05m50s,CPO,15,1,1,,491.00,485.25,500.00,456.00,1.619,1.88,1961960075,0,0,0,0,0.907
2485,SignalA,StrongGroup,09:14:36,13:20:08,timeExit,382315,3.82%,4h05m32s,低軌衛星,10,1,2,,38.45,38.15,38.80,36.80,1.619,0.43,2030763965,0,0,0,0,0.907
3189,SignalA,StrongGroup,09:05:01,13:20:15,lockedLimitUp,209790,2.10%,4h15m14s,ABF,1,1,1,,286.00,283.34,286.00,265.50,1.619,1.20,12083031650,0,0,0,1,0.648
8074,SignalA,StrongGroup,09:04:56,13:20:21,timeExit,77042,0.77%,4h15m25s,PCB上游,6,1,3,,64.90,64.36,65.20,61.20,1.619,0.70,666543300,0,0,0,1,0.648
4764,SignalA,StrongGroup,09:18:56,13:20:26,lockedLimitUp,350230,3.50%,4h01m30s,電子化工材料,17,1,1,,108.50,107.81,111.50,102.50,1.619,1.09,241170075,0,0,0,0,0.972
6163,SignalA,StrongGroup,09:08:39,13:20:56,lockedLimitUp,426716,4.27%,4h12m17s,網路通訊,17,1,1,,53.90,53.52,54.20,51.50,1.619,0.48,576080970,0,0,0,0,0.712
