Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2485      ,102727074466        ,-5.23874e+07   ,-1.00907e+07   ,SignalA        ,StrongGroup    ,-              ,259067         
leave     ,2360      ,103035238831        ,-4.64393e+07   ,-208169        ,-              ,-              ,bailout        ,0              
leave     ,2313      ,103205111002        ,-4.44194e+07   ,-7.9801e+06    ,-              ,-              ,takeProfit     ,39801          
leave     ,2313      ,103324402926        ,-4.23946e+07   ,-5.95522e+06   ,-              ,-              ,takeProfit     ,29850.7        
leave     ,2313      ,103333583731        ,-4.03647e+07   ,-3.92537e+06   ,-              ,-              ,takeProfit     ,19900.5        
leave     ,2313      ,103354344733        ,-3.83299e+07   ,-1.89055e+06   ,-              ,-              ,takeProfit     ,9950.25        
leave     ,2485      ,103441001162        ,-3.6304e+07    ,-8.06477e+06   ,-              ,-              ,takeProfit     ,207254         
leave     ,2485      ,103643559476        ,-3.42755e+07   ,-6.03627e+06   ,-              ,-              ,takeProfit     ,155440         
leave     ,2485      ,103701528214        ,-3.22444e+07   ,-4.00518e+06   ,-              ,-              ,takeProfit     ,103627         
leave     ,2485      ,103713806500        ,-3.02107e+07   ,-1.9715e+06    ,-              ,-              ,takeProfit     ,51813.5        
leave     ,2485      ,103717880795        ,-2.81744e+07   ,64766.8        ,-              ,-              ,takeProfit     ,0              
leave     ,2313      ,104023132161        ,-2.61346e+07   ,149254         ,-              ,-              ,takeProfit     ,0              
leave     ,8299      ,110126126477        ,-1.62593e+07   ,-124688        ,-              ,-              ,stopLoss       ,0              
leave     ,2308      ,111132726099        ,-6.37045e+06   ,-111111        ,-              ,-              ,stopLoss       ,0              
enter     ,3481      ,111251160629        ,-1.63704e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,417537         
leave     ,3481      ,111251215275        ,-1.43704e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,334029         
leave     ,3481      ,111311475583        ,-1.23663e+07   ,-5.99582e+06   ,-              ,-              ,takeProfit     ,250522         
leave     ,3481      ,112036181243        ,-6.40385e+06   ,-33402.9       ,-              ,-              ,bailout        ,0              
leave     ,3363      ,133000000000        ,-379801        ,36072.1        ,-              ,-              ,timeExit       ,0              
