Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2360      ,93931331090         ,-2.77147e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,93935352696         ,-2.57147e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,93936552179         ,-1.77495e+07   ,-34782.6       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,93940479185         ,-2.77495e+07   ,-1.00348e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94011055806         ,-3.57495e+07   ,-8.03478e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94345554285         ,-3.57976e+07   ,-69565.2       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94351390247         ,-4.57976e+07   ,-1.00696e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94356096335         ,-4.37976e+07   ,-8.06957e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94415314441         ,-4.17889e+07   ,-6.06087e+06   ,-              ,-              ,takeProfit     ,5217.39        
leave     ,2360      ,94431667313         ,-3.5815e+07    ,-86956.5       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94454097928         ,-4.5815e+07    ,-1.0087e+07    ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,94454526834         ,-4.18237e+07   ,-6.09561e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2360      ,100207721916        ,-5.59785e+07   ,-147563        ,-              ,-              ,bailout        ,0              
enter     ,2360      ,100210156206        ,-6.59785e+07   ,-1.01476e+07   ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,100211092393        ,-6.39872e+07   ,-8.15622e+06   ,-              ,-              ,takeProfit     ,6926.41        
leave     ,2360      ,100220057896        ,-6.19872e+07   ,-6.15622e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2360      ,103035238831        ,-7.80393e+07   ,-208169        ,-              ,-              ,bailout        ,0              
